model,seed,Hits@1,Hits@3,Hits@10,Hits@20,Hits@50,Hits@100,MRR,mrr_hit1,mrr_hit3,mrr_hit10,mrr_hit20,mrr_hit50,mrr_hit100,AUC,AP,ACC
ft-MLP-minilm,1,12.25,24.51,50.2,63.64,73.91,84.58,22.75,12.25,24.51,50.2,63.64,73.91,84.58,84.51,86.49,0.0
NCN,4,12.65,63.24,83.79,94.07,98.02,99.21,32.03,12.65,63.24,83.79,94.07,98.02,99.21,97.76,97.8,92.89
NCN,0,50.99,61.26,78.26,84.98,94.86,97.63,64.66,50.99,61.26,78.26,84.98,94.86,97.63,96.04,96.2,88.54
ft-MLP-minilm,0,20.16,35.97,65.22,78.26,86.56,96.05,33.46,20.16,35.97,65.22,78.26,86.56,96.05,92.5,92.67,0.0
NCN,1,36.76,70.36,83.0,92.49,96.84,99.6,62.4,36.76,70.36,83.0,92.49,96.84,99.6,97.53,97.7,92.29
NCN,2,13.83,61.26,82.21,86.17,91.7,95.26,33.55,13.83,61.26,82.21,86.17,91.7,95.26,94.58,94.95,87.55
NCN,3,33.2,39.92,79.05,84.19,92.89,98.42,43.77,33.2,39.92,79.05,84.19,92.89,98.42,95.58,95.55,88.74
ft-MLP-minilm,1,13.04,44.66,62.45,73.12,90.91,96.05,32.63,13.04,44.66,62.45,73.12,90.91,96.05,92.76,93.16,0.0
NCN,4,12.65,63.24,84.58,93.68,98.02,98.81,60.92,12.65,63.24,84.58,93.68,98.02,98.81,97.68,97.74,92.29
ft-MLP-minilm,0,0.0,0.0,0.0,77.87,90.12,96.84,7.95,0.0,0.0,0.0,77.87,90.12,96.84,92.04,89.0,0.0
ft-MLP-minilm,0,20.16,35.18,53.36,65.61,83.0,92.89,30.53,20.16,35.18,53.36,65.61,83.0,92.89,89.98,90.33,0.0
ft-MLP-minilm,1,20.95,36.76,54.15,71.94,86.17,93.28,32.4,20.95,36.76,54.15,71.94,86.17,93.28,91.2,91.68,0.0
ft-MLP-minilm,2,10.28,16.21,42.69,60.47,83.79,92.89,19.51,10.28,16.21,42.69,60.47,83.79,92.89,88.7,88.05,0.0
ft-MLP-minilm,3,6.72,17.79,51.38,70.36,87.75,95.26,19.52,6.72,17.79,51.38,70.36,87.75,95.26,91.1,90.4,0.0
ft-MLP-minilm,4,13.44,19.76,44.27,69.96,90.12,97.63,22.49,13.44,19.76,44.27,69.96,90.12,97.63,91.84,90.71,0.0
ft-MLP-minilm,0,6.72,25.3,40.71,60.87,79.05,85.38,20.48,6.72,25.3,40.71,60.87,79.05,85.38,85.0,86.35,0.0
ft-MLP-minilm,0,17.0,42.29,65.22,77.87,90.51,96.44,34.16,17.0,42.29,65.22,77.87,90.51,96.44,93.72,93.84,0.0
ft-MLP-minilm,1,15.81,43.48,64.82,77.47,90.51,94.47,34.29,15.81,43.48,64.82,77.47,90.51,94.47,92.9,93.42,0.0
ft-MLP-minilm,2,37.15,50.2,58.1,80.24,92.89,96.44,45.66,37.15,50.2,58.1,80.24,92.89,96.44,93.97,94.22,0.0
ft-MLP-minilm,3,18.18,24.9,68.77,78.26,92.89,96.84,30.84,18.18,24.9,68.77,78.26,92.89,96.84,94.06,93.8,0.0
ft-MLP-minilm,4,23.32,26.88,66.4,84.98,95.65,99.21,32.78,23.32,26.88,66.4,84.98,95.65,99.21,95.26,94.44,0.0
ft-MLP-minilm,0,19.76,24.51,55.34,66.8,85.77,99.21,28.77,19.76,24.51,55.34,66.8,85.77,99.21,92.48,91.72,0.0
ft-MLP-minilm,1,22.53,40.32,71.15,81.03,92.49,97.23,36.98,22.53,40.32,71.15,81.03,92.49,97.23,94.52,94.6,0.0
ft-MLP-minilm,2,17.0,25.3,52.17,73.52,88.54,96.44,26.83,17.0,25.3,52.17,73.52,88.54,96.44,92.03,91.41,0.0
ft-MLP-minilm,3,14.23,33.6,63.24,72.73,87.35,95.65,28.06,14.23,33.6,63.24,72.73,87.35,95.65,92.32,92.09,0.0
ft-MLP-minilm,4,23.32,34.78,58.5,79.05,91.7,96.44,33.88,23.32,34.78,58.5,79.05,91.7,96.44,93.03,93.08,0.0
ft-MLP-minilm,0,18.18,45.06,67.98,80.63,92.09,97.23,35.3,18.18,45.06,67.98,80.63,92.09,97.23,94.42,94.43,0.0
ft-MLP-minilm,1,33.6,60.87,80.63,86.56,91.7,97.63,49.85,33.6,60.87,80.63,86.56,91.7,97.63,95.52,95.99,0.0
ft-MLP-minilm,2,25.3,50.99,64.82,74.7,89.72,94.86,38.57,25.3,50.99,64.82,74.7,89.72,94.86,93.35,93.65,0.0
ft-MLP-minilm,3,38.34,39.92,63.64,77.08,92.49,96.44,44.32,38.34,39.92,63.64,77.08,92.49,96.44,93.62,93.92,0.0
ft-MLP-minilm,4,9.88,21.74,58.5,83.79,94.47,98.42,25.1,9.88,21.74,58.5,83.79,94.47,98.42,94.43,93.5,0.0
NCN,0,43.08,53.75,82.21,87.35,96.44,98.02,50.86,43.08,53.75,82.21,87.35,96.44,98.02,96.84,96.91,89.53
NCN,1,41.11,71.15,85.77,92.89,96.05,98.42,58.06,41.11,71.15,85.77,92.89,96.05,98.42,97.46,97.74,92.1
NCN,2,11.07,43.48,79.45,88.93,95.26,98.81,31.69,11.07,43.48,79.45,88.93,95.26,98.81,96.53,95.96,90.91
NCN,3,18.18,52.17,79.84,89.72,96.05,98.42,46.5,18.18,52.17,79.84,89.72,96.05,98.42,96.51,96.28,90.51
NCN,4,17.79,52.96,86.56,92.49,98.42,99.6,48.29,17.79,52.96,86.56,92.49,98.42,99.6,97.66,97.41,92.1
NCN,0,43.87,57.31,89.72,92.49,96.44,99.21,55.49,43.87,57.31,89.72,92.49,96.44,99.21,97.37,97.51,91.5
NCN,1,50.2,73.52,90.91,94.86,98.42,99.6,63.56,50.2,73.52,90.91,94.86,98.42,99.6,98.47,98.51,93.68
NCN,2,33.2,47.43,78.26,84.58,93.68,97.23,31.28,33.2,47.43,78.26,84.58,93.68,97.23,94.93,95.05,87.94
NCN,3,34.78,52.17,78.66,86.17,98.02,99.6,47.02,34.78,52.17,78.66,86.17,98.02,99.6,97.07,96.75,89.92
NCN,4,32.41,43.87,77.08,87.75,96.05,99.6,44.1,32.41,43.87,77.08,87.75,96.05,99.6,96.53,96.45,90.71
MLP-minilm,0,18.97,39.92,58.5,70.75,80.24,92.09,31.24,18.97,39.92,58.5,70.75,80.24,92.09,89.58,90.57,81.03
MLP-minilm,1,17.39,33.2,52.57,54.94,78.66,92.49,28.81,17.39,33.2,52.57,54.94,78.66,92.49,88.4,89.1,79.84
MLP-minilm,2,19.37,32.02,49.01,66.01,77.47,88.93,30.22,19.37,32.02,49.01,66.01,77.47,88.93,87.84,88.87,77.27
MLP-minilm,3,22.92,33.2,56.52,64.03,80.24,90.51,33.22,22.92,33.2,56.52,64.03,80.24,90.51,88.65,89.76,76.28
MLP-minilm,4,28.06,33.6,49.01,63.24,77.47,88.14,34.98,28.06,33.6,49.01,63.24,77.47,88.14,87.49,88.91,75.69
MLP-minilm,0,27.27,32.41,52.17,62.06,81.82,91.7,34.29,27.27,32.41,52.17,62.06,81.82,91.7,88.49,89.85,72.33
MLP-minilm,1,24.9,38.34,54.15,67.59,83.4,89.33,34.1,24.9,38.34,54.15,67.59,83.4,89.33,88.79,90.19,80.24
MLP-minilm,2,15.81,35.18,51.78,60.47,83.4,89.72,27.0,15.81,35.18,51.78,60.47,83.4,89.72,88.17,89.25,76.09
MLP-minilm,3,18.97,29.64,56.13,65.22,81.42,91.3,30.16,18.97,29.64,56.13,65.22,81.42,91.3,88.98,90.12,79.45
MLP-minilm,4,24.9,33.99,55.34,64.03,79.45,91.7,33.07,24.9,33.99,55.34,64.03,79.45,91.7,88.32,89.59,75.89
MLP-gemma,0,1.58,2.37,5.93,9.49,18.58,41.5,3.85,1.58,2.37,5.93,9.49,18.58,41.5,48.93,51.78,49.6
MLP-gemma,1,1.58,3.16,5.93,9.49,18.58,41.9,3.86,1.58,3.16,5.93,9.49,18.58,41.9,48.92,51.78,50.4
MLP-gemma,0,0.4,0.4,5.53,5.53,5.53,5.53,2.05,0.4,0.4,5.53,5.53,5.53,5.53,51.0,50.76,50.2
MLP-gemma,1,0.4,0.4,5.53,5.53,5.53,5.53,2.05,0.4,0.4,5.53,5.53,5.53,5.53,51.0,50.76,50.2
MLP-gemma,2,0.4,0.4,5.53,5.53,5.53,5.53,2.05,0.4,0.4,5.53,5.53,5.53,5.53,51.0,50.76,50.2
MLP-gemma,0,0.0,0.79,2.77,8.7,20.55,36.76,2.03,0.0,0.79,2.77,8.7,20.55,36.76,49.94,49.97,50.2
MLP-gemma,1,0.0,0.79,2.77,8.7,20.55,36.76,2.03,0.0,0.79,2.77,8.7,20.55,36.76,49.93,49.98,50.0
MLP-gemma,2,0.0,0.79,3.16,8.7,20.55,36.76,2.04,0.0,0.79,3.16,8.7,20.55,36.76,49.94,49.99,50.2
MLP-gemma,3,0.0,0.79,2.77,8.7,20.55,36.76,2.04,0.0,0.79,2.77,8.7,20.55,36.76,49.94,49.98,50.2
MLP-gemma,4,0.0,0.79,2.77,8.7,20.16,36.76,2.03,0.0,0.79,2.77,8.7,20.16,36.76,49.92,49.97,50.2
ft-MLP-llama,0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0
ft-MLP-llama,0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0
ft-MLP-llama,0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0
ft-MLP-llama,0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0
ft-MLP-minilm,0,17.0,42.29,65.22,77.87,90.51,96.44,34.16,17.0,42.29,65.22,77.87,90.51,96.44,93.72,93.84,0.0
ft-MLP-minilm,0,17.0,42.29,65.22,77.87,90.51,96.44,34.16,17.0,42.29,65.22,77.87,90.51,96.44,93.72,93.84,0.0
ft-MLP-minilm,0,17.0,42.29,65.22,77.87,90.51,96.44,34.16,17.0,42.29,65.22,77.87,90.51,96.44,93.72,93.84,0.0
ft-MLP-minilm,0,17.0,42.29,65.22,77.87,90.51,96.44,34.16,17.0,42.29,65.22,77.87,90.51,96.44,93.72,93.84,0.0
ft-MLP-llama,0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0
ft-MLP-llama,0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0
ft-MLP-llama,0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0
ft-MLP-llama,0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0
ft-MLP-llama,0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0
ft-MLP-llama,0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0
ft-MLP-llama,0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0
ft-MLP-llama,0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0
ft-MLP-llama,0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0
ft-MLP-llama,0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0
ft-MLP-llama,0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0
ft-MLP-llama,0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0
ft-MLP-minilm,0,0.79,2.37,3.56,12.65,21.74,40.71,3.28,0.79,2.37,3.56,12.65,21.74,40.71,50.81,53.04,0.0
ft-MLP-minilm,1,0.0,2.37,7.51,9.49,21.34,39.92,2.97,0.0,2.37,7.51,9.49,21.34,39.92,52.4,52.99,0.0
ft-MLP-minilm,2,1.58,3.95,7.11,11.07,25.3,45.45,4.54,1.58,3.95,7.11,11.07,25.3,45.45,53.96,56.14,0.0
ft-MLP-minilm,3,0.0,0.4,5.14,11.86,22.53,39.53,2.54,0.0,0.4,5.14,11.86,22.53,39.53,53.24,53.26,0.0
ft-MLP-minilm,4,2.77,4.35,6.32,16.6,30.04,54.15,5.42,2.77,4.35,6.32,16.6,30.04,54.15,60.88,60.61,0.0
ft-MLP-minilm,0,0.79,2.37,3.56,12.65,21.74,40.71,3.28,0.79,2.37,3.56,12.65,21.74,40.71,50.81,53.04,0.0
ft-MLP-minilm,1,0.0,2.37,7.51,9.49,21.34,39.92,2.97,0.0,2.37,7.51,9.49,21.34,39.92,52.4,52.99,0.0
ft-MLP-minilm,2,1.58,3.95,7.11,11.07,25.3,45.45,4.54,1.58,3.95,7.11,11.07,25.3,45.45,53.96,56.14,0.0
ft-MLP-minilm,3,0.0,0.4,5.14,11.86,22.53,39.53,2.54,0.0,0.4,5.14,11.86,22.53,39.53,53.24,53.26,0.0
ft-MLP-minilm,0,0.79,2.37,3.56,12.65,21.74,40.71,3.28,0.79,2.37,3.56,12.65,21.74,40.71,50.81,53.04,0.0
ft-MLP-minilm,1,0.0,2.37,7.51,9.49,21.34,39.92,2.97,0.0,2.37,7.51,9.49,21.34,39.92,52.4,52.99,0.0
ft-MLP-minilm,0,0.79,2.37,3.56,12.65,21.74,40.71,3.28,0.79,2.37,3.56,12.65,21.74,40.71,50.81,53.04,0.0
ft-MLP-minilm,0,0.79,2.37,3.56,12.65,21.74,40.71,3.28,0.79,2.37,3.56,12.65,21.74,40.71,50.81,53.04,0.0
ft-MLP-minilm,0,23.72,52.96,57.31,63.24,66.8,73.12,39.46,23.72,52.96,57.31,63.24,66.8,73.12,76.43,84.04,0.0
ft-MLP-minilm,1,0.4,18.18,43.08,48.62,54.15,61.26,13.36,0.4,18.18,43.08,48.62,54.15,61.26,63.01,73.25,0.0
ft-MLP-minilm,2,0.0,1.19,6.72,11.46,22.92,32.81,2.64,0.0,1.19,6.72,11.46,22.92,32.81,34.26,46.54,0.0
ft-MLP-minilm,0,29.25,52.57,57.31,62.45,64.82,72.33,41.96,29.25,52.57,57.31,62.45,64.82,72.33,76.51,83.99,0.0
ft-MLP-minilm,1,0.4,17.79,42.29,47.43,55.34,60.87,13.13,0.4,17.79,42.29,47.43,55.34,60.87,62.76,73.02,0.0
ft-MLP-minilm,2,0.0,2.37,7.91,11.86,20.16,31.62,2.81,0.0,2.37,7.91,11.86,20.16,31.62,34.09,46.73,0.0
ft-MLP-minilm,3,12.25,17.0,25.69,29.25,37.94,46.25,16.59,12.25,17.0,25.69,29.25,37.94,46.25,51.73,64.18,0.0
ft-MLP-minilm,4,1.58,3.95,9.88,11.86,22.13,33.6,4.12,1.58,3.95,9.88,11.86,22.13,33.6,33.37,48.35,0.0
ft-MLP-minilm,0,50.59,50.59,56.13,62.85,76.28,86.17,52.5,50.59,50.59,56.13,62.85,76.28,86.17,85.99,89.05,0.0
ft-MLP-minilm,1,2.77,6.72,33.6,39.53,51.78,60.47,10.54,2.77,6.72,33.6,39.53,51.78,60.47,59.96,70.44,0.0
ft-MLP-minilm,2,0.0,3.95,9.09,13.44,27.27,35.18,4.0,0.0,3.95,9.09,13.44,27.27,35.18,36.93,50.19,0.0
ft-MLP-minilm,3,28.06,33.99,47.43,55.34,64.43,79.45,34.18,28.06,33.99,47.43,55.34,64.43,79.45,80.21,84.25,0.0
ft-MLP-minilm,4,0.79,3.56,5.93,11.07,18.18,33.6,3.42,0.79,3.56,5.93,11.07,18.18,33.6,40.68,48.85,0.0
ft-MLP-minilm,0,26.48,47.83,51.38,58.1,77.47,90.91,39.1,26.48,47.83,51.38,58.1,77.47,90.91,87.08,89.0,0.0
ft-MLP-minilm,0,29.25,49.41,53.36,58.5,77.47,90.91,40.73,29.25,49.41,53.36,58.5,77.47,90.91,87.3,89.24,0.0
ft-MLP-minilm,1,20.95,55.34,66.4,75.89,85.77,93.28,40.91,20.95,55.34,66.4,75.89,85.77,93.28,91.88,92.98,0.0
ft-MLP-minilm,2,5.14,7.11,21.74,32.02,60.08,77.47,10.74,5.14,7.11,21.74,32.02,60.08,77.47,76.53,76.1,0.0
ft-MLP-minilm,3,28.06,55.73,58.1,62.85,75.49,92.09,41.72,28.06,55.73,58.1,62.85,75.49,92.09,88.34,90.0,0.0
ft-MLP-minilm,4,11.86,19.37,30.43,55.34,78.26,91.3,19.99,11.86,19.37,30.43,55.34,78.26,91.3,86.98,86.03,0.0
ft-MLP-minilm,0,43.08,50.59,54.94,61.26,79.05,92.89,48.77,43.08,50.59,54.94,61.26,79.05,92.89,89.25,90.4,0.0
ft-MLP-minilm,1,45.45,55.34,64.82,76.28,86.56,94.47,53.18,45.45,55.34,64.82,76.28,86.56,94.47,92.28,93.45,0.0
ft-MLP-minilm,0,43.48,53.36,56.92,61.26,74.7,93.68,49.56,43.48,53.36,56.92,61.26,74.7,93.68,88.8,90.16,0.0
ft-MLP-minilm,0,18.18,40.32,50.59,61.26,76.28,91.7,30.98,18.18,40.32,50.59,61.26,76.28,91.7,87.66,88.74,0.0
ft-MLP-minilm,0,42.29,49.41,53.75,58.89,76.28,91.7,47.6,42.29,49.41,53.75,58.89,76.28,91.7,87.75,89.56,0.0
ft-MLP-bert,0,23.72,52.96,55.73,59.68,69.17,82.61,39.43,23.72,52.96,55.73,59.68,69.17,82.61,83.32,86.97,0.0
ft-MLP-minilm,0,39.53,49.41,52.96,58.5,75.1,91.7,46.1,39.53,49.41,52.96,58.5,75.1,91.7,87.88,89.5,0.0
ft-MLP-minilm,0,3.56,3.56,6.72,11.46,28.85,44.27,5.42,3.56,3.56,6.72,11.46,28.85,44.27,53.72,56.41,0.0
ft-MLP-minilm,0,3.95,8.3,12.25,16.21,33.2,63.64,8.0,3.95,8.3,12.25,16.21,33.2,63.64,66.7,65.71,0.0
ft-MLP-minilm,1,1.98,5.53,18.97,29.64,49.8,67.19,7.97,1.98,5.53,18.97,29.64,49.8,67.19,69.2,71.04,0.0
ft-MLP-minilm,2,2.37,7.51,26.88,36.36,52.96,75.1,9.39,2.37,7.51,26.88,36.36,52.96,75.1,76.28,75.94,0.0
ft-MLP-minilm,0,50.99,52.96,57.31,61.66,78.26,91.7,53.67,50.99,52.96,57.31,61.66,78.26,91.7,89.3,90.59,0.0
ft-MLP-minilm,0,50.99,52.96,57.31,61.66,77.47,92.09,53.67,50.99,52.96,57.31,61.66,77.47,92.09,89.31,90.6,0.0
ft-MLP-minilm,1,45.45,56.13,63.24,74.7,86.17,94.86,52.8,45.45,56.13,63.24,74.7,86.17,94.86,92.04,93.25,0.0
ft-MLP-minilm,2,38.34,54.55,59.29,63.64,79.45,92.49,46.5,38.34,54.55,59.29,63.64,79.45,92.49,89.99,91.16,0.0
ft-MLP-minilm,3,28.06,45.06,55.73,60.87,73.52,90.91,37.8,28.06,45.06,55.73,60.87,73.52,90.91,87.97,89.23,0.0
ft-MLP-minilm,4,28.06,46.25,54.94,66.4,80.63,90.91,39.74,28.06,46.25,54.94,66.4,80.63,90.91,89.49,90.62,0.0
ft-MLP-minilm,0,51.38,52.96,57.31,61.66,78.26,91.7,53.89,51.38,52.96,57.31,61.66,78.26,91.7,89.31,90.61,0.0
ft-MLP-minilm,1,45.85,55.73,63.24,74.7,86.17,94.47,53.04,45.85,55.73,63.24,74.7,86.17,94.47,92.08,93.27,0.0
ft-MLP-minilm,2,37.55,54.55,59.29,63.64,79.45,92.49,46.27,37.55,54.55,59.29,63.64,79.45,92.49,89.99,91.16,0.0
ft-MLP-minilm,3,32.41,45.85,56.52,62.45,74.31,91.3,40.74,32.41,45.85,56.52,62.45,74.31,91.3,88.15,89.5,0.0
ft-MLP-minilm,4,27.67,44.66,54.55,66.01,79.84,91.7,39.16,27.67,44.66,54.55,66.01,79.84,91.7,89.51,90.58,0.0
ft-MLP-minilm,0,28.06,51.78,56.13,61.66,75.49,93.28,41.68,28.06,51.78,56.13,61.66,75.49,93.28,89.22,90.28,0.0
ft-MLP-minilm,1,48.22,56.13,64.03,75.89,86.56,94.86,54.46,48.22,56.13,64.03,75.89,86.56,94.86,92.29,93.44,0.0
ft-MLP-minilm,2,24.51,29.25,54.55,67.59,79.05,92.09,32.7,24.51,29.25,54.55,67.59,79.05,92.09,89.8,90.21,0.0
ft-MLP-minilm,3,9.49,14.23,41.11,53.75,71.15,88.54,16.96,9.49,14.23,41.11,53.75,71.15,88.54,84.87,84.58,0.0
ft-MLP-minilm,4,32.81,47.04,54.94,65.22,79.84,90.91,42.36,32.81,47.04,54.94,65.22,79.84,90.91,89.98,90.86,0.0
ft-MLP-minilm,0,50.2,54.55,57.31,61.66,80.63,90.51,53.56,50.2,54.55,57.31,61.66,80.63,90.51,89.47,90.9,0.0
ft-MLP-minilm,1,10.67,55.34,64.03,75.49,84.19,93.68,35.73,10.67,55.34,64.03,75.49,84.19,93.68,91.5,92.52,0.0
ft-MLP-minilm,2,28.46,52.57,60.87,64.82,79.84,92.49,41.9,28.46,52.57,60.87,64.82,79.84,92.49,89.88,91.13,0.0
ft-MLP-minilm,3,38.74,52.17,57.71,62.45,73.52,90.51,47.08,38.74,52.17,57.71,62.45,73.52,90.51,88.07,89.77,0.0
ft-MLP-minilm,0,50.2,54.55,57.31,61.66,80.63,90.91,53.57,50.2,54.55,57.31,61.66,80.63,90.91,89.5,90.92,0.0
ft-MLP-minilm,1,10.67,55.34,64.03,75.49,84.19,93.68,35.73,10.67,55.34,64.03,75.49,84.19,93.68,91.51,92.52,0.0
ft-MLP-minilm,2,26.48,52.96,60.87,64.82,79.84,92.49,41.12,26.48,52.96,60.87,64.82,79.84,92.49,89.89,91.11,0.0
ft-MLP-minilm,3,38.74,52.57,57.71,62.45,73.91,90.91,47.13,38.74,52.57,57.71,62.45,73.91,90.91,88.08,89.78,0.0
ft-MLP-minilm,4,0.4,4.35,10.67,26.88,48.22,63.64,5.16,0.4,4.35,10.67,26.88,48.22,63.64,67.14,66.52,0.0
ft-MLP-minilm,0,24.11,50.2,55.34,61.66,76.28,92.89,39.24,24.11,50.2,55.34,61.66,76.28,92.89,89.1,90.13,0.0
ft-MLP-minilm,0,28.06,51.78,55.73,61.66,75.89,93.68,41.68,28.06,51.78,55.73,61.66,75.89,93.68,89.19,90.26,0.0
ft-MLP-minilm,1,47.04,57.31,64.03,76.68,86.56,94.86,53.97,47.04,57.31,64.03,76.68,86.56,94.86,92.32,93.45,0.0
ft-MLP-minilm,2,22.92,28.06,54.15,66.4,79.05,92.49,31.32,22.92,28.06,54.15,66.4,79.05,92.49,89.82,90.14,0.0
ft-MLP-minilm,3,8.7,13.44,40.32,52.57,69.96,88.14,15.99,8.7,13.44,40.32,52.57,69.96,88.14,84.89,84.31,0.0
ft-MLP-minilm,0,22.53,49.8,55.34,61.66,76.68,93.28,38.34,22.53,49.8,55.34,61.66,76.68,93.28,89.15,90.14,0.0
ft-MLP-minilm,1,47.43,57.31,64.03,76.68,86.56,94.86,54.12,47.43,57.31,64.03,76.68,86.56,94.86,92.37,93.49,0.0
ft-MLP-minilm,2,22.13,27.67,56.13,65.61,78.66,92.49,31.01,22.13,27.67,56.13,65.61,78.66,92.49,89.77,90.08,0.0
ft-MLP-minilm,3,9.49,14.62,43.08,54.15,71.94,88.93,17.08,9.49,14.62,43.08,54.15,71.94,88.93,84.86,84.66,0.0
ft-MLP-minilm,4,34.39,47.04,55.73,66.4,79.45,91.3,43.6,34.39,47.04,55.73,66.4,79.45,91.3,90.15,91.07,0.0
ft-MLP-minilm,0,27.27,50.99,55.34,61.66,76.28,94.07,41.06,27.27,50.99,55.34,61.66,76.28,94.07,89.18,90.24,0.0
ft-MLP-minilm,1,47.04,56.13,64.03,75.89,86.56,94.86,53.87,47.04,56.13,64.03,75.89,86.56,94.86,92.32,93.45,0.0
ft-MLP-minilm,2,23.32,28.06,53.75,66.01,79.05,92.49,31.71,23.32,28.06,53.75,66.01,79.05,92.49,89.85,90.18,0.0
ft-MLP-minilm,3,8.7,14.23,40.32,52.57,69.96,87.75,16.42,8.7,14.23,40.32,52.57,69.96,87.75,84.6,84.31,0.0
ft-MLP-minilm,4,33.6,47.04,55.73,65.22,79.84,91.7,42.94,33.6,47.04,55.73,65.22,79.84,91.7,90.03,90.93,0.0
ft-MLP-minilm,0,24.9,49.8,55.34,61.66,75.49,93.28,39.6,24.9,49.8,55.34,61.66,75.49,93.28,89.15,90.17,0.0
ft-MLP-minilm,1,47.04,56.13,64.03,75.89,86.56,94.86,54.0,47.04,56.13,64.03,75.89,86.56,94.86,92.29,93.43,0.0
ft-MLP-minilm,2,23.72,28.46,57.31,66.8,78.66,92.49,32.03,23.72,28.46,57.31,66.8,78.66,92.49,89.93,90.26,0.0
ft-MLP-minilm,3,8.7,14.23,41.5,53.75,69.96,87.75,16.35,8.7,14.23,41.5,53.75,69.96,87.75,84.84,84.5,0.0
ft-MLP-minilm,0,26.48,50.59,55.34,61.66,76.28,94.07,40.7,26.48,50.59,55.34,61.66,76.28,94.07,89.15,90.2,0.0
ft-MLP-minilm,4,34.39,48.22,55.34,65.61,79.84,91.7,43.61,34.39,48.22,55.34,65.61,79.84,91.7,90.04,90.98,0.0
ft-MLP-minilm,1,49.01,56.52,64.03,75.89,86.56,94.86,54.83,49.01,56.52,64.03,75.89,86.56,94.86,92.33,93.46,0.0
ft-MLP-minilm,2,22.13,25.69,51.78,67.19,78.66,92.49,30.2,22.13,25.69,51.78,67.19,78.66,92.49,89.65,89.88,0.0
ft-MLP-minilm,0,26.48,52.17,56.13,61.66,75.89,93.68,41.02,26.48,52.17,56.13,61.66,75.89,93.68,89.18,90.25,0.0
ft-MLP-minilm,1,47.04,56.52,64.03,75.89,86.56,94.86,53.96,47.04,56.52,64.03,75.89,86.56,94.86,92.32,93.45,0.0
ft-MLP-minilm,0,23.72,50.59,56.52,61.66,76.28,93.68,39.24,23.72,50.59,56.52,61.66,76.28,93.68,89.18,90.2,0.0
ft-MLP-minilm,2,22.92,26.48,53.36,67.98,79.05,92.49,30.97,22.92,26.48,53.36,67.98,79.05,92.49,89.7,89.99,0.0
ft-MLP-minilm,1,48.62,56.92,64.03,75.89,86.56,94.86,54.69,48.62,56.92,64.03,75.89,86.56,94.86,92.31,93.46,0.0
ft-MLP-minilm,3,7.91,14.23,38.34,52.57,69.96,86.96,15.48,7.91,14.23,38.34,52.57,69.96,86.96,84.23,83.78,0.0
ft-MLP-minilm,2,24.51,28.46,55.34,65.61,79.05,92.49,32.68,24.51,28.46,55.34,65.61,79.05,92.49,89.77,90.2,0.0
ft-MLP-minilm,4,35.97,47.83,54.94,65.61,79.84,91.7,44.57,35.97,47.83,54.94,65.61,79.84,91.7,90.18,91.09,0.0
ft-MLP-minilm,0,49.01,53.36,56.92,62.45,82.21,94.07,52.39,49.01,53.36,56.92,62.45,82.21,94.07,90.28,91.35,0.0
ft-MLP-minilm,0,2.77,7.51,14.62,14.62,27.67,66.8,9.08,2.77,7.51,14.62,27.67,47.83,66.8,68.83,66.56,0.0
