Metric,Hits@1,Hits@3,Hits@10,Hits@20,Hits@50,Hits@100,MRR,mrr_hit1,mrr_hit3,mrr_hit10,mrr_hit20,mrr_hit50,mrr_hit100,AUC,AP,ACC,base_lr,batch_size
pwc_small_run<built-in function id>_MLP-bert_hyperxtvry5q0,0.0,40.0,60.0,100.0,100.0,100.0,21.02,0.0,40.0,60.0,100.0,100.0,100.0,59.5,63.2,57.5,0.001,256
pwc_small_run<built-in function id>_MLP-bert_hyperyn81djjb,0.0,40.0,60.0,100.0,100.0,100.0,21.02,0.0,40.0,60.0,100.0,100.0,100.0,59.5,63.2,57.5,0.001,512
pwc_small_run<built-in function id>_MLP-bert_hyperlpziezal,0.0,40.0,60.0,100.0,100.0,100.0,21.02,0.0,40.0,60.0,100.0,100.0,100.0,59.5,63.2,57.5,0.001,1024
pwc_small_run<built-in function id>_MLP-bert_hyperqjp4ju0h,0.0,40.0,60.0,100.0,100.0,100.0,21.02,0.0,40.0,60.0,100.0,100.0,100.0,59.5,63.2,57.5,0.001,2048
pwc_small_run<built-in function id>_MLP-bert_hyper9afgkyi3,0.0,40.0,60.0,100.0,100.0,100.0,21.02,0.0,40.0,60.0,100.0,100.0,100.0,59.5,63.2,57.5,0.0001,64
pwc_small_run<built-in function id>_MLP-bert_hyperx99j1o14,0.0,20.0,60.0,100.0,100.0,100.0,21.02,0.0,20.0,60.0,100.0,100.0,100.0,59.5,63.2,57.5,0.0001,128
pwc_small_run<built-in function id>_MLP-bert_hyperc9xupr3z,0.0,20.0,60.0,100.0,100.0,100.0,21.02,0.0,20.0,60.0,100.0,100.0,100.0,59.5,63.2,57.5,0.0001,256
pwc_small_run<built-in function id>_MLP-bert_hyperheg6s88a,0.0,20.0,60.0,100.0,100.0,100.0,21.02,0.0,20.0,60.0,100.0,100.0,100.0,59.5,63.2,57.5,0.0001,512
pwc_small_run<built-in function id>_MLP-bert_hyperly6vmy9e,0.0,20.0,60.0,100.0,100.0,100.0,21.02,0.0,20.0,60.0,100.0,100.0,100.0,59.5,63.2,57.5,0.0001,1024
pwc_small_run<built-in function id>_MLP-bert_hyper3t3bpso5,0.0,20.0,60.0,100.0,100.0,100.0,21.02,0.0,20.0,60.0,100.0,100.0,100.0,59.5,63.2,57.5,0.0001,2048
pwc_small_run<built-in function id>_MLP-bert_hyper20kcm9ic,0.0,45.0,55.0,100.0,100.0,100.0,27.92,0.0,45.0,55.0,100.0,100.0,100.0,59.5,67.42,57.5,0.01,64
pwc_small_run<built-in function id>_MLP-bert_hypero0zfmxfu,0.0,45.0,55.0,100.0,100.0,100.0,22.34,0.0,45.0,55.0,100.0,100.0,100.0,59.5,67.42,57.5,0.01,128
pwc_small_run<built-in function id>_MLP-bert_hyperec2isnn6,0.0,45.0,55.0,100.0,100.0,100.0,22.34,0.0,45.0,55.0,100.0,100.0,100.0,59.5,67.42,57.5,0.01,256
pwc_small_run<built-in function id>_MLP-bert_hyper8nm693ms,0.0,45.0,55.0,100.0,100.0,100.0,22.34,0.0,45.0,55.0,100.0,100.0,100.0,59.5,67.42,57.5,0.01,512
pwc_small_run<built-in function id>_MLP-bert_hyperf7mfqavg,0.0,45.0,55.0,100.0,100.0,100.0,22.34,0.0,45.0,55.0,100.0,100.0,100.0,59.5,67.42,57.5,0.01,1024
pwc_small_run<built-in function id>_MLP-bert_hyper2jtjt1bn,0.0,45.0,55.0,100.0,100.0,100.0,22.34,0.0,45.0,55.0,100.0,100.0,100.0,59.5,67.42,57.5,0.01,2048
pwc_small_run<built-in function id>_MLP-bert_hyperr2f1ylfm,0.0,45.0,60.0,100.0,100.0,100.0,22.34,0.0,45.0,60.0,100.0,100.0,100.0,61.0,67.42,55.0,0.001,64
pwc_small_run<built-in function id>_MLP-bert_hyper7voa0lgw,0.0,45.0,60.0,100.0,100.0,100.0,22.34,0.0,45.0,60.0,100.0,100.0,100.0,61.0,67.42,55.0,0.001,128
pwc_small_run<built-in function id>_MLP-bert_hyperwznve1zn,0.0,45.0,60.0,100.0,100.0,100.0,22.34,0.0,45.0,60.0,100.0,100.0,100.0,61.0,67.42,55.0,0.001,256
pwc_small_run<built-in function id>_MLP-bert_hypertdadxlo7,0.0,45.0,60.0,100.0,100.0,100.0,22.34,0.0,45.0,60.0,100.0,100.0,100.0,61.0,67.42,55.0,0.001,512
pwc_small_run<built-in function id>_MLP-bert_hyper3cp0cfvq,0.0,45.0,60.0,100.0,100.0,100.0,22.34,0.0,45.0,60.0,100.0,100.0,100.0,61.0,67.42,55.0,0.001,1024
pwc_small_run<built-in function id>_MLP-bert_hypernmjlkv2l,0.0,45.0,60.0,100.0,100.0,100.0,22.34,0.0,45.0,60.0,100.0,100.0,100.0,61.0,67.42,55.0,0.001,2048
pwc_small_run<built-in function id>_MLP-bert_hypere3sm0efk,0.0,45.0,60.0,100.0,100.0,100.0,22.34,0.0,45.0,60.0,100.0,100.0,100.0,61.0,67.42,55.0,0.0001,64
pwc_small_run<built-in function id>_MLP-bert_hyperbgcr8pky,0.0,45.0,60.0,100.0,100.0,100.0,22.34,0.0,45.0,60.0,100.0,100.0,100.0,61.0,67.42,55.0,0.0001,128
pwc_small_run<built-in function id>_MLP-bert_hyper4j1j3xgl,0.0,45.0,60.0,100.0,100.0,100.0,22.34,0.0,45.0,60.0,100.0,100.0,100.0,61.0,67.42,55.0,0.0001,256
pwc_small_run<built-in function id>_MLP-bert_hyperwpowjrhj,0.0,45.0,60.0,100.0,100.0,100.0,22.34,0.0,45.0,60.0,100.0,100.0,100.0,61.0,67.42,55.0,0.0001,512
pwc_small_run<built-in function id>_MLP-bert_hyper5xytx0m6,0.0,45.0,60.0,100.0,100.0,100.0,22.34,0.0,45.0,60.0,100.0,100.0,100.0,61.0,67.42,55.0,0.0001,1024
pwc_small_run<built-in function id>_MLP-bert_hyperxu2viak4,0.0,45.0,60.0,100.0,100.0,100.0,22.34,0.0,45.0,60.0,100.0,100.0,100.0,61.0,67.42,55.0,0.0001,2048
Best,25.0,45.0,70.0,100.0,100.0,100.0,29.29,25.0,45.0,70.0,100.0,100.0,100.0,63.25,67.9,60.0,0.01,2048
