Metric,Hits@1,Hits@3,Hits@10,Hits@20,Hits@50,Hits@100,MRR,mrr_hit1,mrr_hit3,mrr_hit10,mrr_hit20,mrr_hit50,mrr_hit100,AUC,AP,ACC,probscale,pt,proboffset,batch_size
arxiv_2023_runmomls2l9_NCNC_hyperxb1v6m0r,86.97,95.54,97.52,97.52,98.88,99.19,89.43,86.97,95.54,97.52,97.52,98.88,99.19,99.78,99.83,97.62,0.0,0.75,2.8,256
arxiv_2023_runmomls2l9_NCNC_hyper8t7is817,86.97,95.54,97.52,97.52,98.88,99.19,89.43,86.97,95.54,97.52,97.52,98.88,99.19,99.78,99.83,97.62,0.0,0.0,3.0,256
arxiv_2023_runmomls2l9_NCNC_hyperthlyjkxo,86.97,95.54,97.52,97.52,98.88,99.19,89.43,86.97,95.54,97.52,97.52,98.88,99.19,99.78,99.83,97.62,0.0,0.1,3.0,256
arxiv_2023_runmomls2l9_NCNC_hypers1plr3y9,86.97,95.54,97.52,97.52,98.88,99.19,89.43,86.97,95.54,97.52,97.52,98.88,99.19,99.78,99.83,97.62,0.0,0.3,3.0,256
arxiv_2023_runmomls2l9_NCNC_hyper8z8ngs15,86.97,95.54,97.52,97.52,98.88,99.19,89.43,86.97,95.54,97.52,97.52,98.88,99.19,99.78,99.83,97.62,0.0,0.5,3.0,256
arxiv_2023_runmomls2l9_NCNC_hyperujoafxj6,86.97,95.54,97.52,97.52,98.88,99.19,89.43,86.97,95.54,97.52,97.52,98.88,99.19,99.78,99.83,97.62,0.0,0.75,3.0,256
arxiv_2023_runmomls2l9_NCNC_hyperngx1rc7s,86.97,95.54,97.52,97.52,98.88,99.19,89.43,86.97,95.54,97.52,97.52,98.88,99.19,99.78,99.83,97.62,0.0,0.0,4.0,256
arxiv_2023_runmomls2l9_NCNC_hyperwbwppisv,86.97,95.54,97.52,97.52,98.88,99.19,89.43,86.97,95.54,97.52,97.52,98.88,99.19,99.78,99.83,97.62,0.0,0.1,4.0,256
arxiv_2023_runmomls2l9_NCNC_hyperq7hitxn0,86.97,95.54,97.52,97.52,98.88,99.19,89.43,86.97,95.54,97.52,97.52,98.88,99.19,99.78,99.83,97.62,0.0,0.3,4.0,256
arxiv_2023_runmomls2l9_NCNC_hyperu38knu1b,86.97,95.54,97.52,97.52,98.88,99.19,89.43,86.97,95.54,97.52,97.52,98.88,99.19,99.78,99.83,97.62,0.0,0.5,4.0,256
arxiv_2023_runmomls2l9_NCNC_hyper4w5rmzvb,86.97,95.54,97.52,97.52,98.88,99.19,89.43,86.97,95.54,97.52,97.52,98.88,99.19,99.78,99.83,97.62,0.0,0.75,4.0,256
arxiv_2023_runmomls2l9_NCNC_hypery0byayda,86.97,95.54,97.52,97.52,98.88,99.19,89.43,86.97,95.54,97.52,97.52,98.88,99.19,99.78,99.83,97.62,0.0,0.0,0.0,256
arxiv_2023_runmomls2l9_NCNC_hypercril1ih5,86.97,95.54,97.52,97.52,98.88,99.19,89.43,86.97,95.54,97.52,97.52,98.88,99.19,99.78,99.83,97.62,0.0,0.1,0.0,256
arxiv_2023_runmomls2l9_NCNC_hyperic6ph6xf,86.97,95.54,97.52,97.52,98.88,99.19,89.43,86.97,95.54,97.52,97.52,98.88,99.19,99.78,99.83,97.62,0.0,0.3,0.0,256
arxiv_2023_runmomls2l9_NCNC_hyperz6x123a9,86.97,95.54,97.52,97.52,98.88,99.19,89.43,86.97,95.54,97.52,97.52,98.88,99.19,99.78,99.83,97.62,0.0,0.5,0.0,256
arxiv_2023_runmomls2l9_NCNC_hypercmk7e9j9,86.97,95.54,97.52,97.52,98.88,99.19,89.43,86.97,95.54,97.52,97.52,98.88,99.19,99.78,99.83,97.62,0.0,0.75,0.0,256
arxiv_2023_runmomls2l9_NCNC_hyperms8iexwg,86.97,95.54,97.52,97.52,98.88,99.19,89.43,86.97,95.54,97.52,97.52,98.88,99.19,99.78,99.83,97.62,0.0,0.0,5.0,256
arxiv_2023_runmomls2l9_NCNC_hyperh79pka06,86.97,95.54,97.52,97.52,98.88,99.19,89.43,86.97,95.54,97.52,97.52,98.88,99.19,99.78,99.83,97.62,0.0,0.1,5.0,256
arxiv_2023_runmomls2l9_NCNC_hypersul5sn0g,86.97,95.54,97.52,97.52,98.88,99.19,89.43,86.97,95.54,97.52,97.52,98.88,99.19,99.78,99.83,97.62,0.0,0.3,5.0,256
arxiv_2023_runmomls2l9_NCNC_hyperp22th35o,86.97,95.54,97.52,97.52,98.88,99.19,89.43,86.97,95.54,97.52,97.52,98.88,99.19,99.78,99.83,97.62,0.0,0.5,5.0,256
arxiv_2023_runmomls2l9_NCNC_hyper9qkwepge,86.97,95.54,97.52,97.52,98.88,99.19,89.43,86.97,95.54,97.52,97.52,98.88,99.19,99.78,99.83,97.62,0.0,0.75,5.0,256
arxiv_2023_runmomls2l9_NCNC_hyperruar0vzo,86.97,95.54,97.52,97.52,98.88,99.19,89.43,86.97,95.54,97.52,97.52,98.88,99.19,99.78,99.83,97.62,0.0,0.0,0.0,256
arxiv_2023_runmomls2l9_NCNC_hyper273nee30,86.97,95.54,97.52,97.52,98.88,99.19,89.43,86.97,95.54,97.52,97.52,98.88,99.19,99.78,99.83,97.62,0.0,0.1,0.0,256
arxiv_2023_runmomls2l9_NCNC_hyper6u23p0cj,86.97,95.54,97.52,97.52,98.88,99.19,89.43,86.97,95.54,97.52,97.52,98.88,99.19,99.78,99.83,97.62,0.0,0.3,0.0,256
arxiv_2023_runmomls2l9_NCNC_hyper2bubz12r,86.97,95.54,97.52,97.52,98.88,99.19,89.43,86.97,95.54,97.52,97.52,98.88,99.19,99.78,99.83,97.62,0.0,0.5,0.0,256
arxiv_2023_runmomls2l9_NCNC_hypervn9q8set,86.97,95.54,97.52,97.52,98.88,99.19,89.43,86.97,95.54,97.52,97.52,98.88,99.19,99.78,99.83,97.62,0.0,0.75,0.0,256
arxiv_2023_runmomls2l9_NCNC_hyper47qqyucb,86.97,95.54,97.52,97.52,98.88,99.19,89.43,86.97,95.54,97.52,97.52,98.88,99.19,99.78,99.83,97.62,5.3,0.0,0.0,256
arxiv_2023_runmomls2l9_NCNC_hypery1k2g0bx,86.97,95.54,97.52,97.52,98.88,99.19,89.43,86.97,95.54,97.52,97.52,98.88,99.19,99.78,99.83,97.62,5.3,0.1,0.0,256
arxiv_2023_runmomls2l9_NCNC_hyper3r2o5sza,86.97,95.54,97.52,97.52,98.88,99.49,89.43,86.97,95.54,97.52,97.52,98.88,99.49,99.78,99.83,98.28,5.3,0.3,0.0,256
arxiv_2023_runmomls2l9_NCNC_hyperehgggznm,86.97,95.54,97.52,97.52,98.88,99.49,89.43,86.97,95.54,97.52,97.52,98.88,99.49,99.78,99.83,98.28,5.3,0.5,0.0,256
arxiv_2023_runmomls2l9_NCNC_hyperjex6jen1,86.97,95.54,97.52,97.52,98.88,99.49,89.43,86.97,95.54,97.52,97.52,98.88,99.49,99.78,99.83,98.28,5.3,0.75,0.0,256
arxiv_2023_runmomls2l9_NCNC_hyperxkibcpls,86.97,95.54,97.52,97.52,98.88,99.49,89.43,86.97,95.54,97.52,97.52,98.88,99.49,99.78,99.83,98.28,5.3,0.0,1.0,256
arxiv_2023_runmomls2l9_NCNC_hyperhrynkgsk,86.97,95.54,97.52,97.52,98.88,99.49,89.43,86.97,95.54,97.52,97.52,98.88,99.49,99.78,99.83,98.28,5.3,0.1,1.0,256
arxiv_2023_runmomls2l9_NCNC_hyperbboxd53i,86.97,95.54,97.52,97.52,98.88,99.49,89.43,86.97,95.54,97.52,97.52,98.88,99.49,99.78,99.83,98.28,5.3,0.3,1.0,256
arxiv_2023_runmomls2l9_NCNC_hyperpdwpzrnv,86.97,95.54,97.52,97.52,98.88,99.49,89.43,86.97,95.54,97.52,97.52,98.88,99.49,99.78,99.83,98.28,5.3,0.5,1.0,256
arxiv_2023_runmomls2l9_NCNC_hyperg49q0h0w,86.97,95.54,97.52,97.52,98.88,99.49,89.43,86.97,95.54,97.52,97.52,98.88,99.49,99.78,99.83,98.28,5.3,0.75,1.0,256
arxiv_2023_runmomls2l9_NCNC_hyperlso5tttj,86.97,95.54,97.52,97.52,98.88,99.49,89.43,86.97,95.54,97.52,97.52,98.88,99.49,99.78,99.83,98.28,5.3,0.0,2.0,256
arxiv_2023_runmomls2l9_NCNC_hyper5bhyb3kb,86.97,95.54,97.52,97.52,98.88,99.49,89.43,86.97,95.54,97.52,97.52,98.88,99.49,99.78,99.83,98.28,5.3,0.1,2.0,256
arxiv_2023_runmomls2l9_NCNC_hyperrbtd9nj4,86.97,95.54,97.52,97.52,98.88,99.49,89.43,86.97,95.54,97.52,97.52,98.88,99.49,99.78,99.83,98.28,5.3,0.3,2.0,256
arxiv_2023_runmomls2l9_NCNC_hyperscz7br1t,86.97,95.54,97.52,97.52,98.88,99.49,89.43,86.97,95.54,97.52,97.52,98.88,99.49,99.78,99.83,98.28,5.3,0.5,2.0,256
arxiv_2023_runmomls2l9_NCNC_hypervkddcb4z,86.97,95.54,97.52,97.52,98.88,99.49,89.43,86.97,95.54,97.52,97.52,98.88,99.49,99.78,99.83,98.28,5.3,0.75,2.0,256
arxiv_2023_runmomls2l9_NCNC_hyperpjrkf2kh,86.97,95.54,97.52,97.52,98.88,99.49,89.43,86.97,95.54,97.52,97.52,98.88,99.49,99.78,99.83,98.28,5.3,0.0,2.8,256
arxiv_2023_runmomls2l9_NCNC_hyper28n8443k,86.97,95.54,97.52,97.52,98.88,99.49,89.43,86.97,95.54,97.52,97.52,98.88,99.49,99.78,99.83,98.28,5.3,0.1,2.8,256
arxiv_2023_runmomls2l9_NCNC_hypery8h5edpu,86.97,95.54,97.52,97.52,98.88,99.49,89.43,86.97,95.54,97.52,97.52,98.88,99.49,99.78,99.83,98.28,5.3,0.3,2.8,256
arxiv_2023_runmomls2l9_NCNC_hyperir4xxcw2,86.97,95.54,97.52,97.52,98.88,99.49,89.43,86.97,95.54,97.52,97.52,98.88,99.49,99.78,99.83,98.28,5.3,0.5,2.8,256
arxiv_2023_runmomls2l9_NCNC_hyperurfe182c,86.97,95.54,97.52,97.52,98.88,99.49,89.43,86.97,95.54,97.52,97.52,98.88,99.49,99.78,99.83,98.28,5.3,0.75,2.8,256
arxiv_2023_runmomls2l9_NCNC_hypers1ruacub,86.97,95.54,97.52,97.52,98.88,99.49,89.43,86.97,95.54,97.52,97.52,98.88,99.49,99.78,99.83,98.28,5.3,0.0,3.0,256
arxiv_2023_runmomls2l9_NCNC_hyper7r6agdzx,86.97,95.54,97.52,97.52,98.88,99.49,89.43,86.97,95.54,97.52,97.52,98.88,99.49,99.78,99.83,98.28,5.3,0.1,3.0,256
arxiv_2023_runmomls2l9_NCNC_hyperk43mmdop,86.97,95.54,97.52,97.52,98.88,99.49,89.43,86.97,95.54,97.52,97.52,98.88,99.49,99.78,99.83,98.28,5.3,0.3,3.0,256
arxiv_2023_runmomls2l9_NCNC_hyperseakamgw,86.97,95.54,97.52,97.52,98.88,99.49,89.43,86.97,95.54,97.52,97.52,98.88,99.49,99.78,99.83,98.28,5.3,0.5,3.0,256
arxiv_2023_runmomls2l9_NCNC_hypervwp3sbd7,86.97,95.54,97.52,97.52,98.88,99.49,89.43,86.97,95.54,97.52,97.52,98.88,99.49,99.78,99.83,98.28,5.3,0.75,3.0,256
arxiv_2023_runmomls2l9_NCNC_hyperrtpf85vk,86.97,95.54,97.52,97.52,98.88,99.49,89.43,86.97,95.54,97.52,97.52,98.88,99.49,99.78,99.83,98.28,5.3,0.0,4.0,256
arxiv_2023_runmomls2l9_NCNC_hyperk72sm2pz,86.97,96.5,97.52,97.52,98.88,99.49,89.43,86.97,96.5,97.52,97.52,98.88,99.49,99.78,99.83,98.28,5.3,0.1,4.0,256
arxiv_2023_runmomls2l9_NCNC_hyperst4zqmma,86.97,96.5,97.52,97.52,98.88,99.49,89.43,86.97,96.5,97.52,97.52,98.88,99.49,99.78,99.83,98.28,5.3,0.3,4.0,256
arxiv_2023_runmomls2l9_NCNC_hyper5d7xvhmv,86.97,96.5,97.52,97.52,98.88,99.49,89.43,86.97,96.5,97.52,97.52,98.88,99.49,99.78,99.83,98.28,5.3,0.5,4.0,256
arxiv_2023_runmomls2l9_NCNC_hyperoegxe7r4,86.97,96.5,97.52,97.52,98.88,99.49,89.43,86.97,96.5,97.52,97.52,98.88,99.49,99.78,99.83,98.28,5.3,0.75,4.0,256
arxiv_2023_runmomls2l9_NCNC_hyper1ucndyc4,86.97,96.5,97.52,97.52,98.88,99.49,89.43,86.97,96.5,97.52,97.52,98.88,99.49,99.78,99.83,98.28,5.3,0.0,0.0,256
arxiv_2023_runmomls2l9_NCNC_hypery966m3of,86.97,96.5,97.52,97.52,98.88,99.49,89.43,86.97,96.5,97.52,97.52,98.88,99.49,99.78,99.83,98.28,5.3,0.1,0.0,256
arxiv_2023_runmomls2l9_NCNC_hyperucgggo4m,86.97,96.5,97.52,97.52,98.88,99.49,89.43,86.97,96.5,97.52,97.52,98.88,99.49,99.78,99.83,98.28,5.3,0.3,0.0,256
arxiv_2023_runmomls2l9_NCNC_hyper5ac4wwu5,86.97,96.5,97.52,97.52,98.88,99.49,89.43,86.97,96.5,97.52,97.52,98.88,99.49,99.78,99.83,98.28,5.3,0.5,0.0,256
arxiv_2023_runmomls2l9_NCNC_hypermuvetsd7,86.97,96.5,97.52,97.52,98.88,99.49,89.43,86.97,96.5,97.52,97.52,98.88,99.49,99.78,99.83,98.28,5.3,0.75,0.0,256
arxiv_2023_runmomls2l9_NCNC_hyper3ycrb3yv,86.97,96.5,97.52,97.52,98.88,99.49,89.43,86.97,96.5,97.52,97.52,98.88,99.49,99.78,99.83,98.28,5.3,0.0,5.0,256
arxiv_2023_runmomls2l9_NCNC_hyper8qe7kvcw,86.97,96.5,97.52,97.52,98.88,99.49,89.43,86.97,96.5,97.52,97.52,98.88,99.49,99.78,99.83,98.28,5.3,0.1,5.0,256
arxiv_2023_runmomls2l9_NCNC_hyperrveld7pz,86.97,96.5,97.52,97.52,98.88,99.49,89.43,86.97,96.5,97.52,97.52,98.88,99.49,99.78,99.83,98.28,5.3,0.3,5.0,256
arxiv_2023_runmomls2l9_NCNC_hyperpifqtwjv,86.97,96.5,97.52,97.52,98.88,99.49,89.43,86.97,96.5,97.52,97.52,98.88,99.49,99.78,99.83,98.28,5.3,0.5,5.0,256
arxiv_2023_runmomls2l9_NCNC_hyperly5n3wuy,86.97,96.5,97.52,97.52,98.88,99.49,89.43,86.97,96.5,97.52,97.52,98.88,99.49,99.78,99.83,98.28,5.3,0.75,5.0,256
arxiv_2023_runmomls2l9_NCNC_hypernq4tsdjs,86.97,96.5,97.52,97.52,98.88,99.49,89.43,86.97,96.5,97.52,97.52,98.88,99.49,99.78,99.83,98.28,5.3,0.0,0.0,256
arxiv_2023_runmomls2l9_NCNC_hyperv589mhaz,86.97,96.5,97.52,97.52,98.88,99.49,89.43,86.97,96.5,97.52,97.52,98.88,99.49,99.78,99.83,98.28,5.3,0.1,0.0,256
arxiv_2023_runmomls2l9_NCNC_hyperlhf818p4,86.97,96.5,97.52,97.52,98.88,99.49,89.43,86.97,96.5,97.52,97.52,98.88,99.49,99.78,99.83,98.28,5.3,0.3,0.0,256
arxiv_2023_runmomls2l9_NCNC_hyper7ajpejr9,86.97,96.5,97.52,97.52,98.88,99.49,89.43,86.97,96.5,97.52,97.52,98.88,99.49,99.78,99.83,98.28,5.3,0.5,0.0,256
arxiv_2023_runmomls2l9_NCNC_hypersfl0epaz,86.97,96.5,97.52,97.52,98.88,99.49,89.43,86.97,96.5,97.52,97.52,98.88,99.49,99.78,99.83,98.28,5.3,0.75,0.0,256
arxiv_2023_runxacw578n_NCNC_hyperr9o9moxp,41.68,63.44,76.22,87.68,96.6,98.94,54.58,41.68,63.44,76.22,87.68,96.6,98.94,99.51,99.5,97.39,2.0,0.0,0.0,256
arxiv_2023_runxacw578n_NCNC_hypercgzr7r0r,38.69,86.51,97.77,98.12,98.88,99.09,86.23,38.69,86.51,97.77,98.12,98.88,99.09,99.69,99.68,97.64,2.0,0.1,0.0,256
arxiv_2023_runxacw578n_NCNC_hyper6ppmdluy,38.69,91.38,97.97,98.78,98.88,99.09,86.23,38.69,91.38,97.97,98.78,98.88,99.09,99.69,99.68,97.64,2.0,0.3,0.0,256
arxiv_2023_runxacw578n_NCNC_hyperkruo3n3e,88.95,91.38,97.97,98.78,98.88,99.24,92.15,88.95,91.38,97.97,98.78,98.88,99.24,99.69,99.68,97.64,2.0,0.5,0.0,256
arxiv_2023_runxacw578n_NCNC_hyper7y8dg9r5,75.51,91.38,97.97,98.78,98.88,99.24,83.79,75.51,91.38,97.97,98.78,98.88,99.24,99.72,99.68,97.92,2.0,0.75,0.0,256
arxiv_2023_runxacw578n_NCNC_hyper6me69qj3,75.51,91.38,97.97,98.78,98.88,99.24,83.79,75.51,91.38,97.97,98.78,98.88,99.24,99.72,99.68,97.92,2.0,0.0,1.0,256
arxiv_2023_runxacw578n_NCNC_hypermkvvesr8,85.24,93.97,97.62,98.43,98.88,99.24,87.94,85.24,93.97,97.62,98.43,98.88,99.24,99.72,99.68,97.92,2.0,0.1,1.0,256
arxiv_2023_runxacw578n_NCNC_hypera0h2xvzx,85.24,93.97,97.62,98.43,98.88,99.24,87.94,85.24,93.97,97.62,98.43,98.88,99.24,99.72,99.68,97.92,2.0,0.3,1.0,256
arxiv_2023_runxacw578n_NCNC_hyper5xhbcrsh,85.24,87.53,97.62,98.43,98.88,99.24,87.94,85.24,87.53,97.62,98.43,98.88,99.24,99.73,99.79,97.92,2.0,0.5,1.0,256
arxiv_2023_runxacw578n_NCNC_hyperpluuh3rt,85.24,87.53,97.62,98.43,98.88,99.24,87.94,85.24,87.53,97.62,98.43,98.88,99.24,99.73,99.79,97.92,2.0,0.75,1.0,256
arxiv_2023_runxacw578n_NCNC_hyperz0cixyxy,85.24,87.53,97.62,98.43,98.88,99.24,87.94,85.24,87.53,97.62,98.43,98.88,99.24,99.73,99.79,97.92,2.0,0.0,2.0,256
arxiv_2023_runxacw578n_NCNC_hyper3mkrc128,44.73,89.05,97.62,98.43,98.88,99.24,65.97,44.73,89.05,97.62,98.43,98.88,99.24,99.73,99.79,97.92,2.0,0.1,2.0,256
arxiv_2023_runxacw578n_NCNC_hyper5i1vc2qa,44.73,89.05,97.62,98.43,98.88,99.24,65.97,44.73,89.05,97.62,98.43,98.88,99.24,99.73,99.79,97.92,2.0,0.3,2.0,256
arxiv_2023_runxacw578n_NCNC_hyper0nkvxncc,44.73,89.05,97.62,98.43,98.88,99.24,65.97,44.73,89.05,97.62,98.43,98.88,99.24,99.73,99.79,97.92,2.0,0.5,2.0,256
arxiv_2023_runxacw578n_NCNC_hyperk0mlzfds,44.73,89.05,97.62,98.43,98.88,99.24,65.97,44.73,89.05,97.62,98.43,98.88,99.24,99.73,99.79,97.92,2.0,0.75,2.0,256
arxiv_2023_runxacw578n_NCNC_hyperubtmql5j,44.73,89.05,97.62,98.43,98.88,99.24,65.97,44.73,89.05,97.62,98.43,98.88,99.24,99.73,99.79,97.87,2.0,0.0,2.8,256
arxiv_2023_runxacw578n_NCNC_hypergm5hx1fa,44.73,89.05,97.62,98.43,98.88,99.24,65.97,44.73,89.05,97.62,98.43,98.88,99.24,99.73,99.79,97.87,2.0,0.1,2.8,256
arxiv_2023_runxacw578n_NCNC_hyperhmyofv1r,44.73,89.05,97.62,98.43,98.99,99.24,65.97,44.73,89.05,97.62,98.43,98.99,99.24,99.73,99.79,97.87,2.0,0.3,2.8,256
arxiv_2023_runxacw578n_NCNC_hypera84z1bq9,44.73,89.05,97.62,98.43,98.99,99.34,65.97,44.73,89.05,97.62,98.43,98.99,99.34,99.73,99.79,98.2,2.0,0.5,2.8,256
arxiv_2023_runxacw578n_NCNC_hyperqcwg33bm,44.73,89.05,97.62,98.48,98.99,99.34,65.97,44.73,89.05,97.62,98.48,98.99,99.34,99.73,99.79,98.2,2.0,0.75,2.8,256
arxiv_2023_runxacw578n_NCNC_hyper01ttvw7n,44.73,89.05,97.62,98.48,98.99,99.34,65.97,44.73,89.05,97.62,98.48,98.99,99.34,99.73,99.79,98.2,2.0,0.0,3.0,256
arxiv_2023_runxacw578n_NCNC_hyper42zisvl4,44.73,89.05,97.62,98.48,98.99,99.34,65.97,44.73,89.05,97.62,98.48,98.99,99.34,99.73,99.79,98.2,2.0,0.1,3.0,256
arxiv_2023_runxacw578n_NCNC_hyper67o239cx,44.73,89.05,97.62,98.48,98.99,99.34,65.97,44.73,89.05,97.62,98.48,98.99,99.34,99.73,99.79,98.2,2.0,0.3,3.0,256
arxiv_2023_runxacw578n_NCNC_hyperd0x1go7r,44.73,89.05,97.62,98.48,98.99,99.34,65.97,44.73,89.05,97.62,98.48,98.99,99.34,99.73,99.79,98.2,2.0,0.5,3.0,256
arxiv_2023_runxacw578n_NCNC_hyperdpebgif5,44.73,89.05,97.62,98.48,98.99,99.34,65.97,44.73,89.05,97.62,98.48,98.99,99.34,99.73,99.79,98.2,2.0,0.75,3.0,256
arxiv_2023_runxacw578n_NCNC_hyperk4upwn9k,44.73,89.05,97.62,98.48,98.99,99.34,65.97,44.73,89.05,97.62,98.48,98.99,99.34,99.73,99.79,98.2,2.0,0.0,4.0,256
arxiv_2023_runxacw578n_NCNC_hyperhv64i8pm,44.73,89.05,97.62,98.48,98.99,99.34,65.97,44.73,89.05,97.62,98.48,98.99,99.34,99.73,99.79,98.2,2.0,0.1,4.0,256
arxiv_2023_runxacw578n_NCNC_hyperwe02j2jt,44.73,89.05,97.62,98.48,98.99,99.34,65.97,44.73,89.05,97.62,98.48,98.99,99.34,99.73,99.79,98.2,2.0,0.3,4.0,256
arxiv_2023_runxacw578n_NCNC_hyperfhdg4803,44.73,93.41,97.62,98.48,98.99,99.34,86.83,44.73,93.41,97.62,98.48,98.99,99.34,99.73,99.79,98.2,2.0,0.5,4.0,256
arxiv_2023_runxacw578n_NCNC_hyperkb2rrl4q,44.73,93.41,97.62,98.48,98.99,99.09,86.83,44.73,93.41,97.62,98.48,98.99,99.09,99.73,99.79,98.2,2.0,0.75,4.0,256
arxiv_2023_runxacw578n_NCNC_hyper4jkwtwxj,44.73,93.41,97.62,98.48,98.99,99.09,86.83,44.73,93.41,97.62,98.48,98.99,99.09,99.73,99.79,98.2,2.0,0.0,0.0,256
arxiv_2023_runxacw578n_NCNC_hyper6xmdaghp,44.73,93.41,97.62,98.48,98.99,99.09,86.83,44.73,93.41,97.62,98.48,98.99,99.09,99.73,99.79,98.2,2.0,0.1,0.0,256
arxiv_2023_runxacw578n_NCNC_hypertytpsrud,44.73,93.41,97.62,98.48,98.99,99.09,86.83,44.73,93.41,97.62,98.48,98.99,99.09,99.73,99.79,98.2,2.0,0.3,0.0,256
arxiv_2023_runxacw578n_NCNC_hyperskkzsh3d,44.73,93.41,97.62,98.48,98.99,99.14,86.83,44.73,93.41,97.62,98.48,98.99,99.14,99.73,99.79,98.2,2.0,0.5,0.0,256
arxiv_2023_runxacw578n_NCNC_hyperh327a9s4,44.73,93.41,97.62,98.48,98.99,99.14,86.83,44.73,93.41,97.62,98.48,98.99,99.14,99.73,99.79,98.2,2.0,0.75,0.0,256
arxiv_2023_runxacw578n_NCNC_hyperlo26tyal,44.73,93.41,97.62,98.48,98.99,99.14,86.83,44.73,93.41,97.62,98.48,98.99,99.14,99.73,99.79,98.2,2.0,0.0,5.0,256
arxiv_2023_runxacw578n_NCNC_hyperz3hwh6pw,44.73,93.41,97.92,98.48,98.99,99.14,86.83,44.73,93.41,97.92,98.48,98.99,99.14,99.73,99.79,98.2,2.0,0.1,5.0,256
arxiv_2023_runxacw578n_NCNC_hyper8t669gxz,44.73,93.41,97.92,98.48,98.99,99.14,86.83,44.73,93.41,97.92,98.48,98.99,99.14,99.73,99.79,98.2,2.0,0.3,5.0,256
arxiv_2023_runxacw578n_NCNC_hyperw65tijxt,44.73,93.41,97.92,98.48,98.99,99.14,86.83,44.73,93.41,97.92,98.48,98.99,99.14,99.73,99.79,98.2,2.0,0.5,5.0,256
arxiv_2023_runxacw578n_NCNC_hyperzr8t39iy,44.73,93.41,97.92,98.48,98.99,99.14,86.83,44.73,93.41,97.92,98.48,98.99,99.14,99.73,99.79,98.2,2.0,0.75,5.0,256
arxiv_2023_runxacw578n_NCNC_hyperi1sh2l0m,44.73,93.41,97.92,98.48,98.99,99.14,86.83,44.73,93.41,97.92,98.48,98.99,99.14,99.73,99.79,98.2,2.0,0.0,0.0,256
arxiv_2023_runxacw578n_NCNC_hypernh7q7hs6,44.73,93.41,97.92,98.48,98.99,99.14,86.83,44.73,93.41,97.92,98.48,98.99,99.14,99.73,99.79,98.2,2.0,0.1,0.0,256
arxiv_2023_runxacw578n_NCNC_hyperbfm9gm8o,44.73,93.41,97.92,98.48,98.99,99.14,86.83,44.73,93.41,97.92,98.48,98.99,99.14,99.73,99.79,98.2,2.0,0.3,0.0,256
arxiv_2023_runxacw578n_NCNC_hyperl09xpfyq,44.73,93.41,97.92,98.48,98.99,99.24,86.83,44.73,93.41,97.92,98.48,98.99,99.24,99.73,99.79,98.2,2.0,0.5,0.0,256
arxiv_2023_runxacw578n_NCNC_hyper28he3kz1,44.73,93.41,97.92,98.48,98.99,99.24,86.83,44.73,93.41,97.92,98.48,98.99,99.24,99.73,99.79,98.2,2.0,0.75,0.0,256
arxiv_2023_runxacw578n_NCNC_hypercxx599km,44.73,93.41,97.92,98.48,98.99,99.24,86.83,44.73,93.41,97.92,98.48,98.99,99.24,99.73,99.79,98.2,3.0,0.0,0.0,256
arxiv_2023_runxacw578n_NCNC_hyperidw94a7y,44.73,93.41,97.92,98.48,98.99,99.24,86.83,44.73,93.41,97.92,98.48,98.99,99.24,99.73,99.79,98.2,3.0,0.1,0.0,256
arxiv_2023_runxacw578n_NCNC_hyperu9yd4rtg,44.73,93.41,97.92,98.48,98.99,99.24,86.83,44.73,93.41,97.92,98.48,98.99,99.24,99.73,99.79,98.2,3.0,0.3,0.0,256
arxiv_2023_runxacw578n_NCNC_hyperghei7w7r,44.73,93.41,97.92,98.48,98.99,99.24,86.83,44.73,93.41,97.92,98.48,98.99,99.24,99.73,99.79,98.2,3.0,0.5,0.0,256
arxiv_2023_runxacw578n_NCNC_hyper7l7tsb10,44.73,93.41,97.92,98.48,98.99,99.24,86.83,44.73,93.41,97.92,98.48,98.99,99.24,99.73,99.79,98.2,3.0,0.75,0.0,256
arxiv_2023_runxacw578n_NCNC_hyperww0kake4,44.73,93.41,97.92,98.48,98.99,99.24,86.83,44.73,93.41,97.92,98.48,98.99,99.24,99.73,99.79,98.2,3.0,0.0,1.0,256
arxiv_2023_runxacw578n_NCNC_hyper6em3h83i,44.73,93.41,97.92,98.48,98.99,99.24,86.83,44.73,93.41,97.92,98.48,98.99,99.24,99.73,99.79,98.2,3.0,0.1,1.0,256
arxiv_2023_runxacw578n_NCNC_hyper8za4m0a8,44.73,93.41,97.92,98.48,98.99,99.24,86.83,44.73,93.41,97.92,98.48,98.99,99.24,99.73,99.79,98.2,3.0,0.3,1.0,256
arxiv_2023_runxacw578n_NCNC_hyper7ri79bh5,44.73,93.41,97.92,98.48,98.99,99.24,86.83,44.73,93.41,97.92,98.48,98.99,99.24,99.73,99.79,98.2,3.0,0.5,1.0,256
arxiv_2023_runxacw578n_NCNC_hyperw0ed2rke,44.73,93.41,97.92,98.48,98.99,99.24,86.83,44.73,93.41,97.92,98.48,98.99,99.24,99.73,99.79,98.2,3.0,0.75,1.0,256
arxiv_2023_runxacw578n_NCNC_hyperkggirk06,44.73,93.41,97.92,98.48,98.99,99.24,86.83,44.73,93.41,97.92,98.48,98.99,99.24,99.73,99.79,98.2,3.0,0.0,2.0,256
