Metric,Hits@1,Hits@3,Hits@10,Hits@20,Hits@50,Hits@100,MRR,mrr_hit1,mrr_hit3,mrr_hit10,mrr_hit20,mrr_hit50,mrr_hit100,AUC,AP,ACC,hidden_channels,batch_size,lr,max_hash_hops,label_dropout,feature_dropout,sign_dropout
pwc_small_run8mljdctv_ELPH_hyperesqubav1,25.0,70.0,100.0,100.0,100.0,100.0,43.69,25.0,70.0,100.0,100.0,100.0,100.0,92.0,89.25,82.5,128,512,0.01,3,0.5,0.3,0.7
pwc_small_run8mljdctv_ELPH_hyper16hfg8wl,25.0,70.0,100.0,100.0,100.0,100.0,43.69,25.0,70.0,100.0,100.0,100.0,100.0,92.0,89.25,82.5,128,512,0.01,3,0.5,0.5,0.1
pwc_small_run8mljdctv_ELPH_hyperxk7lhfxh,25.0,70.0,100.0,100.0,100.0,100.0,43.69,25.0,70.0,100.0,100.0,100.0,100.0,92.0,89.25,82.5,128,512,0.01,3,0.5,0.5,0.3
pwc_small_run8mljdctv_ELPH_hyperzqpmsdmh,25.0,70.0,100.0,100.0,100.0,100.0,43.69,25.0,70.0,100.0,100.0,100.0,100.0,92.0,89.25,82.5,128,512,0.01,3,0.5,0.5,0.5
pwc_small_run8mljdctv_ELPH_hyperk1khvsys,25.0,70.0,100.0,100.0,100.0,100.0,43.69,25.0,70.0,100.0,100.0,100.0,100.0,92.0,89.25,82.5,128,512,0.01,3,0.5,0.5,0.7
pwc_small_run8mljdctv_ELPH_hyperz0y5wdxa,25.0,70.0,100.0,100.0,100.0,100.0,43.69,25.0,70.0,100.0,100.0,100.0,100.0,92.0,89.25,82.5,128,512,0.001,1,0.1,0.1,0.1
pwc_small_run8mljdctv_ELPH_hypervr2fnhgb,25.0,70.0,100.0,100.0,100.0,100.0,43.69,25.0,70.0,100.0,100.0,100.0,100.0,92.0,89.25,82.5,128,512,0.001,1,0.1,0.1,0.3
pwc_small_run8mljdctv_ELPH_hypernqrrog61,25.0,70.0,100.0,100.0,100.0,100.0,43.69,25.0,70.0,100.0,100.0,100.0,100.0,92.0,89.25,82.5,128,512,0.001,1,0.1,0.1,0.5
pwc_small_run8mljdctv_ELPH_hyperinpbeybu,25.0,70.0,100.0,100.0,100.0,100.0,43.69,25.0,70.0,100.0,100.0,100.0,100.0,92.0,89.25,82.5,128,512,0.001,1,0.1,0.1,0.7
pwc_small_run8mljdctv_ELPH_hyperoq37vp4h,25.0,70.0,100.0,100.0,100.0,100.0,43.69,25.0,70.0,100.0,100.0,100.0,100.0,92.0,89.25,82.5,128,512,0.001,1,0.1,0.3,0.1
pwc_small_run8mljdctv_ELPH_hyperujk0ujwn,25.0,70.0,100.0,100.0,100.0,100.0,43.69,25.0,70.0,100.0,100.0,100.0,100.0,92.0,89.25,82.5,128,512,0.001,1,0.1,0.3,0.3
pwc_small_run8mljdctv_ELPH_hyperbjzeezq2,25.0,70.0,100.0,100.0,100.0,100.0,43.69,25.0,70.0,100.0,100.0,100.0,100.0,92.0,89.25,82.5,128,512,0.001,1,0.1,0.3,0.5
pwc_small_run8mljdctv_ELPH_hyper0g6okt8t,25.0,70.0,100.0,100.0,100.0,100.0,43.69,25.0,70.0,100.0,100.0,100.0,100.0,92.0,89.25,82.5,128,512,0.001,1,0.1,0.3,0.7
pwc_small_run8mljdctv_ELPH_hyper747ki600,25.0,70.0,100.0,100.0,100.0,100.0,43.69,25.0,70.0,100.0,100.0,100.0,100.0,92.0,89.25,82.5,128,512,0.001,1,0.1,0.5,0.1
pwc_small_run8mljdctv_ELPH_hypervjtpowux,25.0,70.0,100.0,100.0,100.0,100.0,43.69,25.0,70.0,100.0,100.0,100.0,100.0,92.0,89.25,82.5,128,512,0.001,1,0.1,0.5,0.3
