Metric,Hits@1,Hits@3,Hits@10,Hits@20,Hits@50,Hits@100,MRR,mrr_hit1,mrr_hit3,mrr_hit10,mrr_hit20,mrr_hit50,mrr_hit100,AUC,AP,ACC,base_lr,batch_size
pwc_small_run<built-in function id>_MLP-minilm_hyperdzy7uzqp,75.0,90.0,100.0,100.0,100.0,100.0,82.17,75.0,90.0,100.0,100.0,100.0,100.0,94.75,95.58,80.0,0.001,1024
pwc_small_run<built-in function id>_MLP-minilm_hyperhya45tfa,75.0,90.0,100.0,100.0,100.0,100.0,82.17,75.0,90.0,100.0,100.0,100.0,100.0,94.75,95.58,80.0,0.001,2048
pwc_small_run<built-in function id>_MLP-minilm_hyperovipv7td,75.0,90.0,100.0,100.0,100.0,100.0,82.17,75.0,90.0,100.0,100.0,100.0,100.0,94.75,95.58,80.0,0.0001,64
pwc_small_run<built-in function id>_MLP-minilm_hyperjvnpbofb,75.0,90.0,100.0,100.0,100.0,100.0,82.17,75.0,90.0,100.0,100.0,100.0,100.0,94.75,95.58,80.0,0.0001,128
pwc_small_run<built-in function id>_MLP-minilm_hyperi0wdm9nj,75.0,90.0,100.0,100.0,100.0,100.0,82.17,75.0,90.0,100.0,100.0,100.0,100.0,94.75,95.58,80.0,0.0001,256
pwc_small_run<built-in function id>_MLP-minilm_hyper49fbpu3e,75.0,90.0,100.0,100.0,100.0,100.0,82.17,75.0,90.0,100.0,100.0,100.0,100.0,94.75,95.58,80.0,0.0001,512
pwc_small_run<built-in function id>_MLP-minilm_hyperdkmbbeq2,75.0,90.0,100.0,100.0,100.0,100.0,82.17,75.0,90.0,100.0,100.0,100.0,100.0,94.75,95.58,80.0,0.0001,1024
pwc_small_run<built-in function id>_MLP-minilm_hyperlothyemo,75.0,90.0,100.0,100.0,100.0,100.0,82.17,75.0,90.0,100.0,100.0,100.0,100.0,94.75,95.58,80.0,0.0001,2048
pwc_small_run<built-in function id>_MLP-minilm_hyper51nanf9g,80.0,90.0,100.0,100.0,100.0,100.0,86.0,80.0,90.0,100.0,100.0,100.0,100.0,95.5,96.15,80.0,0.01,64
pwc_small_run<built-in function id>_MLP-minilm_hyperxstnxny7,50.0,90.0,100.0,100.0,100.0,100.0,90.0,50.0,90.0,100.0,100.0,100.0,100.0,95.5,96.15,80.0,0.01,128
pwc_small_run<built-in function id>_MLP-minilm_hyper6z1ws0ac,80.0,90.0,100.0,100.0,100.0,100.0,88.33,80.0,90.0,100.0,100.0,100.0,100.0,95.5,96.66,80.0,0.01,256
pwc_small_run<built-in function id>_MLP-minilm_hypern7ci4dhu,80.0,90.0,100.0,100.0,100.0,100.0,88.33,80.0,90.0,100.0,100.0,100.0,100.0,95.5,96.66,80.0,0.01,512
pwc_small_run<built-in function id>_MLP-minilm_hyperpnj3q8vf,80.0,90.0,100.0,100.0,100.0,100.0,88.33,80.0,90.0,100.0,100.0,100.0,100.0,95.5,96.66,80.0,0.01,1024
pwc_small_run<built-in function id>_MLP-minilm_hyper08n3dx50,80.0,90.0,100.0,100.0,100.0,100.0,88.33,80.0,90.0,100.0,100.0,100.0,100.0,95.5,96.66,80.0,0.01,2048
pwc_small_run<built-in function id>_MLP-minilm_hyperzaxxgljh,80.0,90.0,100.0,100.0,100.0,100.0,88.33,80.0,90.0,100.0,100.0,100.0,100.0,95.5,96.66,80.0,0.001,64
pwc_small_run<built-in function id>_MLP-minilm_hypereyghzvlq,80.0,90.0,100.0,100.0,100.0,100.0,88.33,80.0,90.0,100.0,100.0,100.0,100.0,95.5,96.66,80.0,0.001,128
pwc_small_run<built-in function id>_MLP-minilm_hyper4t7bi1e1,80.0,90.0,100.0,100.0,100.0,100.0,88.33,80.0,90.0,100.0,100.0,100.0,100.0,95.5,96.66,80.0,0.001,256
pwc_small_run<built-in function id>_MLP-minilm_hyper88t353mf,80.0,90.0,100.0,100.0,100.0,100.0,88.33,80.0,90.0,100.0,100.0,100.0,100.0,95.5,96.66,80.0,0.001,512
pwc_small_run<built-in function id>_MLP-minilm_hyperggt0u9u9,80.0,90.0,100.0,100.0,100.0,100.0,88.33,80.0,90.0,100.0,100.0,100.0,100.0,95.5,96.66,80.0,0.001,1024
pwc_small_run<built-in function id>_MLP-minilm_hyperc1zgs2mn,80.0,90.0,100.0,100.0,100.0,100.0,88.33,80.0,90.0,100.0,100.0,100.0,100.0,95.5,96.66,80.0,0.001,2048
pwc_small_run<built-in function id>_MLP-minilm_hyper2njgdsga,80.0,90.0,100.0,100.0,100.0,100.0,88.33,80.0,90.0,100.0,100.0,100.0,100.0,95.5,96.66,80.0,0.0001,64
pwc_small_run<built-in function id>_MLP-minilm_hyperfi1s5ue3,80.0,90.0,100.0,100.0,100.0,100.0,88.33,80.0,90.0,100.0,100.0,100.0,100.0,95.5,96.66,80.0,0.0001,128
pwc_small_run<built-in function id>_MLP-minilm_hyper46vg7zi3,80.0,90.0,100.0,100.0,100.0,100.0,88.33,80.0,90.0,100.0,100.0,100.0,100.0,95.5,96.66,80.0,0.0001,256
pwc_small_run<built-in function id>_MLP-minilm_hypersuowjy6t,80.0,90.0,100.0,100.0,100.0,100.0,88.33,80.0,90.0,100.0,100.0,100.0,100.0,95.5,96.66,80.0,0.0001,512
pwc_small_run<built-in function id>_MLP-minilm_hyperlh3ylav4,80.0,90.0,100.0,100.0,100.0,100.0,88.33,80.0,90.0,100.0,100.0,100.0,100.0,95.5,96.66,80.0,0.0001,1024
pwc_small_run<built-in function id>_MLP-minilm_hyperlfcvbmlq,80.0,90.0,100.0,100.0,100.0,100.0,88.33,80.0,90.0,100.0,100.0,100.0,100.0,95.5,96.66,80.0,0.0001,2048
Best,90.0,95.0,100.0,100.0,100.0,100.0,91.55,90.0,95.0,100.0,100.0,100.0,100.0,97.25,97.8,90.0,0.01,2048
