Metric,Hits@1,Hits@3,Hits@10,Hits@20,Hits@50,Hits@100,MRR,mrr_hit1,mrr_hit3,mrr_hit10,mrr_hit20,mrr_hit50,mrr_hit100,AUC,AP,ACC,base_lr,batch_size
pwc_small_run<built-in function id>_MLP-e5-large_hypery0ymf6oi,45.0,45.0,95.0,100.0,100.0,100.0,42.55,45.0,45.0,95.0,100.0,100.0,100.0,83.5,83.31,70.0,0.0001,2048
pwc_small_run<built-in function id>_MLP-e5-large_hyperunbtfd70,30.0,45.0,95.0,100.0,100.0,100.0,38.9,30.0,45.0,95.0,100.0,100.0,100.0,85.25,82.23,75.0,0.01,64
pwc_small_run<built-in function id>_MLP-e5-large_hyperkt0jk355,30.0,45.0,95.0,100.0,100.0,100.0,38.9,30.0,45.0,95.0,100.0,100.0,100.0,85.25,82.23,75.0,0.01,128
pwc_small_run<built-in function id>_MLP-e5-large_hyperdocx1pl1,30.0,45.0,95.0,100.0,100.0,100.0,38.9,30.0,45.0,95.0,100.0,100.0,100.0,85.25,82.23,75.0,0.01,256
pwc_small_run<built-in function id>_MLP-e5-large_hyper3i356t3s,30.0,45.0,95.0,100.0,100.0,100.0,38.9,30.0,45.0,95.0,100.0,100.0,100.0,85.25,82.23,75.0,0.01,512
pwc_small_run<built-in function id>_MLP-e5-large_hyperceqtyxcs,30.0,45.0,95.0,100.0,100.0,100.0,38.9,30.0,45.0,95.0,100.0,100.0,100.0,85.25,82.23,75.0,0.01,1024
pwc_small_run<built-in function id>_MLP-e5-large_hyperlm7fp0kp,30.0,45.0,95.0,100.0,100.0,100.0,38.9,30.0,45.0,95.0,100.0,100.0,100.0,85.25,82.23,75.0,0.01,2048
pwc_small_run<built-in function id>_MLP-e5-large_hyperdaj59v1a,30.0,45.0,95.0,100.0,100.0,100.0,38.9,30.0,45.0,95.0,100.0,100.0,100.0,85.25,82.23,75.0,0.001,64
pwc_small_run<built-in function id>_MLP-e5-large_hyper5vj7n3kz,30.0,45.0,95.0,100.0,100.0,100.0,38.9,30.0,45.0,95.0,100.0,100.0,100.0,85.25,82.23,75.0,0.001,128
pwc_small_run<built-in function id>_MLP-e5-large_hypersj6buop6,30.0,45.0,95.0,100.0,100.0,100.0,38.9,30.0,45.0,95.0,100.0,100.0,100.0,85.25,82.23,75.0,0.001,256
pwc_small_run<built-in function id>_MLP-e5-large_hyper57ja5t85,30.0,45.0,95.0,100.0,100.0,100.0,38.9,30.0,45.0,95.0,100.0,100.0,100.0,85.25,82.23,75.0,0.001,512
pwc_small_run<built-in function id>_MLP-e5-large_hyperf4qtkjpv,30.0,45.0,95.0,100.0,100.0,100.0,38.9,30.0,45.0,95.0,100.0,100.0,100.0,85.25,82.23,75.0,0.001,1024
pwc_small_run<built-in function id>_MLP-e5-large_hyper81flv7kt,30.0,45.0,95.0,100.0,100.0,100.0,38.9,30.0,45.0,95.0,100.0,100.0,100.0,85.25,82.23,75.0,0.001,2048
pwc_small_run<built-in function id>_MLP-e5-large_hyperitxnyfm5,30.0,45.0,95.0,100.0,100.0,100.0,38.9,30.0,45.0,95.0,100.0,100.0,100.0,85.25,82.23,75.0,0.0001,64
pwc_small_run<built-in function id>_MLP-e5-large_hypers6hb2fe5,30.0,45.0,95.0,100.0,100.0,100.0,38.9,30.0,45.0,95.0,100.0,100.0,100.0,85.25,82.23,75.0,0.0001,128
pwc_small_run<built-in function id>_MLP-e5-large_hypernbrc4ndc,30.0,45.0,95.0,100.0,100.0,100.0,38.9,30.0,45.0,95.0,100.0,100.0,100.0,85.25,82.23,75.0,0.0001,256
pwc_small_run<built-in function id>_MLP-e5-large_hyperjxs88qp4,30.0,45.0,95.0,100.0,100.0,100.0,38.9,30.0,45.0,95.0,100.0,100.0,100.0,85.25,82.23,75.0,0.0001,512
pwc_small_run<built-in function id>_MLP-e5-large_hyper2e1bkve6,30.0,45.0,95.0,100.0,100.0,100.0,38.9,30.0,45.0,95.0,100.0,100.0,100.0,85.25,82.23,75.0,0.0001,1024
pwc_small_run<built-in function id>_MLP-e5-large_hyper6bax9bll,30.0,45.0,95.0,100.0,100.0,100.0,38.9,30.0,45.0,95.0,100.0,100.0,100.0,85.25,82.23,75.0,0.0001,2048
Best,45.0,55.0,95.0,100.0,100.0,100.0,44.43,45.0,55.0,95.0,100.0,100.0,100.0,85.25,84.44,75.0,0.01,2048
