Metric,Hits@1,Hits@3,Hits@10,Hits@20,Hits@50,Hits@100,MRR,mrr_hit1,mrr_hit3,mrr_hit10,mrr_hit20,mrr_hit50,mrr_hit100,AUC,AP,ACC,hidden_channels,batch_size,lr,max_hash_hops,label_dropout,feature_dropout
pubmed_run84spsww8_ELPH_hyper965qrxwm,19.49,28.11,36.46,47.11,74.5,84.88,28.47,19.49,28.11,36.46,47.11,74.5,84.88,97.33,97.26,82.49,256,512,0.01,3,0.5,0.5
pubmed_run84spsww8_ELPH_hyper0yo16703,19.49,28.11,36.46,47.11,74.5,84.88,28.47,19.49,28.11,36.46,47.11,74.5,84.88,97.33,97.26,82.49,256,512,0.001,2,0.1,0.1
pubmed_run84spsww8_ELPH_hyperc8h2tzxm,19.49,28.11,36.46,47.11,74.5,84.88,28.47,19.49,28.11,36.46,47.11,74.5,84.88,97.33,97.26,82.49,256,512,0.001,2,0.1,0.3
pubmed_run84spsww8_ELPH_hypertnmsuy59,19.49,28.11,36.46,47.11,74.5,84.88,28.47,19.49,28.11,36.46,47.11,74.5,84.88,97.33,97.26,82.49,256,512,0.001,2,0.1,0.5
pubmed_run84spsww8_ELPH_hyper8t1pdamy,19.49,28.11,36.46,47.11,74.5,84.88,28.47,19.49,28.11,36.46,47.11,74.5,84.88,97.33,97.26,82.49,256,512,0.001,2,0.3,0.1
pubmed_run84spsww8_ELPH_hyperihxg5k5i,19.49,28.11,36.46,47.11,74.5,84.88,28.47,19.49,28.11,36.46,47.11,74.5,84.88,97.33,97.26,82.49,256,512,0.001,2,0.3,0.3
pubmed_run84spsww8_ELPH_hypereqowquab,19.49,28.11,36.46,47.11,74.5,84.88,28.47,19.49,28.11,36.46,47.11,74.5,84.88,97.33,97.26,82.49,256,512,0.001,2,0.3,0.5
pubmed_run84spsww8_ELPH_hyperylqkxtla,19.49,28.11,36.46,47.11,74.5,85.24,28.47,19.49,28.11,36.46,47.11,74.5,85.24,97.48,97.26,82.49,256,512,0.001,2,0.5,0.1
pubmed_run84spsww8_ELPH_hyper06z25kle,19.49,28.11,36.46,47.11,74.5,85.24,28.47,19.49,28.11,36.46,47.11,74.5,85.24,97.48,97.26,82.49,256,512,0.001,2,0.5,0.3
pubmed_run84spsww8_ELPH_hypern97184y8,19.49,28.11,36.46,47.11,74.5,85.24,28.47,19.49,28.11,36.46,47.11,74.5,85.24,97.48,97.26,82.49,256,512,0.001,2,0.5,0.5
pubmed_run84spsww8_ELPH_hyperen7h9mop,19.49,28.11,36.46,47.11,74.5,85.24,28.47,19.49,28.11,36.46,47.11,74.5,85.24,97.48,97.26,82.49,256,512,0.001,3,0.1,0.1
pubmed_run84spsww8_ELPH_hyperbo0nab38,19.49,28.11,36.46,47.11,74.5,85.24,28.47,19.49,28.11,36.46,47.11,74.5,85.24,97.48,97.26,82.49,256,512,0.001,3,0.1,0.3
pubmed_run84spsww8_ELPH_hyper0v9odva4,19.49,28.11,36.46,47.11,74.5,85.24,28.47,19.49,28.11,36.46,47.11,74.5,85.24,97.48,97.26,82.49,256,512,0.001,3,0.1,0.5
pubmed_run84spsww8_ELPH_hyper2ynuv61c,19.49,28.11,36.46,47.11,74.5,85.24,28.47,19.49,28.11,36.46,47.11,74.5,85.24,97.48,97.26,82.49,256,512,0.001,3,0.3,0.1
pubmed_run84spsww8_ELPH_hyperfl2bjxg7,19.49,28.11,36.46,47.11,74.5,85.24,28.47,19.49,28.11,36.46,47.11,74.5,85.24,97.48,97.26,82.49,256,512,0.001,3,0.3,0.3
pubmed_run84spsww8_ELPH_hypernu9jrs1p,19.49,28.11,36.46,47.11,74.5,85.24,28.47,19.49,28.11,36.46,47.11,74.5,85.24,97.48,97.26,82.49,256,512,0.001,3,0.3,0.5
pubmed_run84spsww8_ELPH_hyper2uky7g4h,19.49,28.11,36.46,47.11,74.5,85.24,28.47,19.49,28.11,36.46,47.11,74.5,85.24,97.48,97.26,82.49,256,512,0.001,3,0.5,0.1
pubmed_run84spsww8_ELPH_hyperkbs7nx3k,19.49,28.11,36.46,47.11,74.5,85.24,28.47,19.49,28.11,36.46,47.11,74.5,85.24,97.48,97.26,82.49,256,512,0.001,3,0.5,0.3
pubmed_run84spsww8_ELPH_hyper6jmhj5fm,19.49,28.11,36.46,47.11,74.5,85.24,28.47,19.49,28.11,36.46,47.11,74.5,85.24,97.48,97.26,82.49,256,512,0.001,3,0.5,0.5
pubmed_run84spsww8_ELPH_hyper7rswhy5j,19.49,28.11,36.46,47.11,74.5,85.24,28.47,19.49,28.11,36.46,47.11,74.5,85.24,97.48,97.26,82.49,256,512,0.0001,2,0.1,0.1
pubmed_run84spsww8_ELPH_hyper65bjporn,19.49,28.11,36.46,47.11,74.5,85.24,28.47,19.49,28.11,36.46,47.11,74.5,85.24,97.48,97.26,82.49,256,512,0.0001,2,0.1,0.3
pubmed_run84spsww8_ELPH_hyperh51be65d,19.49,28.11,36.46,47.11,74.5,85.24,28.47,19.49,28.11,36.46,47.11,74.5,85.24,97.48,97.26,82.49,256,512,0.0001,2,0.1,0.5
pubmed_run84spsww8_ELPH_hyper20lj0ey2,19.49,28.11,36.46,47.11,74.5,85.24,28.47,19.49,28.11,36.46,47.11,74.5,85.24,97.48,97.26,89.21,256,512,0.0001,2,0.3,0.1
pubmed_run84spsww8_ELPH_hyperdfzfsuqz,19.49,28.11,36.46,47.11,74.5,85.24,28.47,19.49,28.11,36.46,47.11,74.5,85.24,97.48,97.26,89.21,256,512,0.0001,2,0.3,0.3
pubmed_run84spsww8_ELPH_hyper418qa29e,19.49,28.11,36.46,47.11,74.5,85.24,28.47,19.49,28.11,36.46,47.11,74.5,85.24,97.48,97.26,89.21,256,512,0.0001,2,0.3,0.5
pubmed_run84spsww8_ELPH_hyperk55v0vq6,19.49,28.11,36.46,47.11,74.5,85.24,28.47,19.49,28.11,36.46,47.11,74.5,85.24,97.48,97.26,89.21,256,512,0.0001,2,0.5,0.1
pubmed_run84spsww8_ELPH_hyperro2vm9d7,19.49,28.11,36.46,47.11,74.5,85.24,28.47,19.49,28.11,36.46,47.11,74.5,85.24,97.48,97.26,89.21,256,512,0.0001,2,0.5,0.3
pubmed_run84spsww8_ELPH_hyperdiyg81mu,19.49,28.11,36.46,47.11,74.5,85.24,28.47,19.49,28.11,36.46,47.11,74.5,85.24,97.48,97.26,89.21,256,512,0.0001,2,0.5,0.5
pubmed_run84spsww8_ELPH_hypers1of7l48,19.49,28.11,36.46,47.11,74.5,85.24,28.47,19.49,28.11,36.46,47.11,74.5,85.24,97.48,97.26,89.21,256,512,0.0001,3,0.1,0.1
pubmed_run84spsww8_ELPH_hyperfddsga88,19.49,28.11,36.46,47.11,74.5,85.24,28.47,19.49,28.11,36.46,47.11,74.5,85.24,97.48,97.26,89.21,256,512,0.0001,3,0.1,0.3
pubmed_run84spsww8_ELPH_hyper66ecgb2k,19.49,28.11,36.46,47.11,74.5,85.24,28.47,19.49,28.11,36.46,47.11,74.5,85.24,97.48,97.26,89.21,256,512,0.0001,3,0.1,0.5
pubmed_run84spsww8_ELPH_hyper7z0eyy3t,19.49,28.11,36.46,47.11,74.5,85.24,28.47,19.49,28.11,36.46,47.11,74.5,85.24,97.48,97.26,89.21,256,512,0.0001,3,0.3,0.1
pubmed_run84spsww8_ELPH_hyperp4fw7lls,19.49,28.11,36.46,47.11,74.5,85.24,28.47,19.49,28.11,36.46,47.11,74.5,85.24,97.48,97.26,89.21,256,512,0.0001,3,0.3,0.3
pubmed_run84spsww8_ELPH_hypere3ielfdd,19.49,28.11,36.46,47.11,74.5,85.24,28.47,19.49,28.11,36.46,47.11,74.5,85.24,97.48,97.26,89.21,256,512,0.0001,3,0.3,0.5
pubmed_run84spsww8_ELPH_hyperb6z1s28j,19.49,28.11,36.46,47.11,74.5,85.24,28.47,19.49,28.11,36.46,47.11,74.5,85.24,97.48,97.26,89.21,256,512,0.0001,3,0.5,0.1
pubmed_run84spsww8_ELPH_hyperrrq0g755,19.49,28.11,36.46,47.11,74.5,85.24,28.47,19.49,28.11,36.46,47.11,74.5,85.24,97.48,97.26,89.21,256,512,0.0001,3,0.5,0.3
pubmed_run84spsww8_ELPH_hyper0k5nnffd,19.49,28.11,36.46,47.11,74.5,85.24,28.47,19.49,28.11,36.46,47.11,74.5,85.24,97.48,97.26,89.21,256,512,0.0001,3,0.5,0.5
pubmed_run84spsww8_ELPH_hyper8itw4vo7,19.49,28.11,36.46,47.11,74.5,85.24,28.47,19.49,28.11,36.46,47.11,74.5,85.24,97.48,97.26,89.21,256,1024,0.01,2,0.1,0.1
pubmed_run84spsww8_ELPH_hyper9eum6qy2,19.49,28.11,36.46,47.11,74.5,85.24,28.47,19.49,28.11,36.46,47.11,74.5,85.24,97.48,97.26,89.21,256,1024,0.01,2,0.1,0.3
pubmed_run84spsww8_ELPH_hyperp0xxxkp5,19.49,28.11,36.46,44.13,74.5,85.24,28.47,19.49,28.11,36.46,44.13,74.5,85.24,97.48,97.26,89.21,256,1024,0.01,2,0.1,0.5
pubmed_run84spsww8_ELPH_hyperhdt44zws,19.49,28.11,36.46,44.13,74.5,85.24,28.47,19.49,28.11,36.46,44.13,74.5,85.24,97.48,97.26,89.21,256,1024,0.01,2,0.3,0.1
pubmed_run84spsww8_ELPH_hyperlgcbmm30,19.49,28.11,36.46,44.13,74.5,85.24,28.47,19.49,28.11,36.46,44.13,74.5,85.24,97.48,97.26,89.21,256,1024,0.01,2,0.3,0.3
pubmed_run84spsww8_ELPH_hyperxgxdpnnn,19.49,28.11,36.46,44.13,74.5,85.24,28.47,19.49,28.11,36.46,44.13,74.5,85.24,97.48,97.26,89.21,256,1024,0.01,2,0.3,0.5
pubmed_run84spsww8_ELPH_hyperhow5jns4,19.49,28.11,36.46,44.13,74.5,85.24,28.47,19.49,28.11,36.46,44.13,74.5,85.24,97.48,97.26,89.21,256,1024,0.01,2,0.5,0.1
pubmed_run84spsww8_ELPH_hyperuwqr5qcl,19.49,28.11,36.46,44.13,74.5,85.24,28.47,19.49,28.11,36.46,44.13,74.5,85.24,97.48,97.26,89.21,256,1024,0.01,2,0.5,0.3
pubmed_run84spsww8_ELPH_hyperg51iy17i,19.49,28.11,36.46,44.13,74.5,85.24,28.47,19.49,28.11,36.46,44.13,74.5,85.24,97.48,97.26,89.21,256,1024,0.01,2,0.5,0.5
pubmed_run84spsww8_ELPH_hypernyq4nc72,19.49,28.11,36.46,44.13,74.5,85.24,28.47,19.49,28.11,36.46,44.13,74.5,85.24,97.48,97.26,89.21,256,1024,0.01,3,0.1,0.1
pubmed_run84spsww8_ELPH_hyperyujlnldl,19.49,28.11,36.46,44.13,74.5,85.24,28.47,19.49,28.11,36.46,44.13,74.5,85.24,97.48,97.26,89.21,256,1024,0.01,3,0.1,0.3
pubmed_run84spsww8_ELPH_hyperw6txnf5z,19.49,28.11,36.46,44.13,74.5,85.24,28.47,19.49,28.11,36.46,44.13,74.5,85.24,97.48,97.26,89.21,256,1024,0.01,3,0.1,0.5
pubmed_run84spsww8_ELPH_hyper0r4j8thl,19.49,28.11,36.46,44.13,74.5,85.24,28.47,19.49,28.11,36.46,44.13,74.5,85.24,97.48,97.26,89.21,256,1024,0.01,3,0.3,0.1
pubmed_run84spsww8_ELPH_hyper5s65e3hl,19.49,28.11,36.46,44.13,74.5,85.24,28.47,19.49,28.11,36.46,44.13,74.5,85.24,97.48,97.26,89.21,256,1024,0.01,3,0.3,0.3
pubmed_run84spsww8_ELPH_hyperp8efjoxz,19.49,28.11,36.46,44.13,74.5,85.24,28.47,19.49,28.11,36.46,44.13,74.5,85.24,97.48,97.26,89.21,256,1024,0.01,3,0.3,0.5
pubmed_run84spsww8_ELPH_hypernqcz5lyt,19.49,28.11,36.46,44.13,74.5,85.24,28.47,19.49,28.11,36.46,44.13,74.5,85.24,97.48,97.26,89.21,256,1024,0.01,3,0.5,0.1
pubmed_run84spsww8_ELPH_hyperr8l8ibr7,19.49,28.11,36.46,44.13,74.5,85.24,28.47,19.49,28.11,36.46,44.13,74.5,85.24,97.48,97.26,89.21,256,1024,0.01,3,0.5,0.3
pubmed_run84spsww8_ELPH_hyperm56bu54z,19.49,28.11,36.46,44.13,74.5,85.24,28.47,19.49,28.11,36.46,44.13,74.5,85.24,97.48,97.26,89.21,256,1024,0.01,3,0.5,0.5
pubmed_run84spsww8_ELPH_hyper0aec1zst,19.49,28.11,36.46,44.13,74.5,85.24,28.47,19.49,28.11,36.46,44.13,74.5,85.24,97.48,97.26,89.21,256,1024,0.001,2,0.1,0.1
pubmed_run84spsww8_ELPH_hyper61373x8n,19.49,28.11,36.46,44.13,74.5,85.24,28.47,19.49,28.11,36.46,44.13,74.5,85.24,97.48,97.26,89.21,256,1024,0.001,2,0.1,0.3
pubmed_run84spsww8_ELPH_hyperpmtr7vv0,19.49,28.11,36.46,44.13,74.5,85.24,28.47,19.49,28.11,36.46,44.13,74.5,85.24,97.48,97.26,89.21,256,1024,0.001,2,0.1,0.5
pubmed_run84spsww8_ELPH_hyperoad5hmul,19.49,28.11,36.46,44.13,74.5,85.24,28.47,19.49,28.11,36.46,44.13,74.5,85.24,97.48,97.26,89.21,256,1024,0.001,2,0.3,0.1
pubmed_run84spsww8_ELPH_hyperw698x91t,19.49,28.11,36.46,44.13,74.5,85.24,28.47,19.49,28.11,36.46,44.13,74.5,85.24,97.48,97.26,89.21,256,1024,0.001,2,0.3,0.3
pubmed_run84spsww8_ELPH_hyperv1nuavzm,19.49,28.11,36.46,44.13,74.5,85.24,28.47,19.49,28.11,36.46,44.13,74.5,85.24,97.48,97.26,89.21,256,1024,0.001,2,0.3,0.5
pubmed_run84spsww8_ELPH_hypercgo0givi,19.49,28.11,36.46,44.13,74.5,85.24,28.47,19.49,28.11,36.46,44.13,74.5,85.24,97.48,97.26,89.21,256,1024,0.001,2,0.5,0.1
pubmed_run84spsww8_ELPH_hypers92bmugo,19.49,28.11,36.46,44.13,74.5,85.24,28.47,19.49,28.11,36.46,44.13,74.5,85.24,97.48,97.26,89.21,256,1024,0.001,2,0.5,0.3
pubmed_run84spsww8_ELPH_hypert42mf7vc,19.49,28.11,36.46,44.13,74.5,85.24,28.47,19.49,28.11,36.46,44.13,74.5,85.24,97.48,97.26,89.21,256,1024,0.001,2,0.5,0.5
pubmed_run84spsww8_ELPH_hyper2laqy8zx,19.49,28.11,36.46,44.13,74.5,85.24,28.47,19.49,28.11,36.46,44.13,74.5,85.24,97.48,97.26,89.21,256,1024,0.001,3,0.1,0.1
pubmed_run84spsww8_ELPH_hyperlm4ggj1n,19.49,28.11,36.46,44.13,74.5,85.24,28.47,19.49,28.11,36.46,44.13,74.5,85.24,97.48,97.26,89.21,256,1024,0.001,3,0.1,0.3
pubmed_run84spsww8_ELPH_hyperaby6hlk7,19.49,28.11,36.46,44.13,74.5,85.24,28.47,19.49,28.11,36.46,44.13,74.5,85.24,97.48,97.26,89.21,256,1024,0.001,3,0.1,0.5
pubmed_run84spsww8_ELPH_hyper5aq3dahr,19.49,28.11,36.46,44.13,74.5,85.24,28.47,19.49,28.11,36.46,44.13,74.5,85.24,97.48,97.26,89.21,256,1024,0.001,3,0.3,0.1
pubmed_run84spsww8_ELPH_hyper305nj1sn,19.49,28.11,36.46,44.13,74.5,85.24,28.47,19.49,28.11,36.46,44.13,74.5,85.24,97.48,97.26,89.21,256,1024,0.001,3,0.3,0.3
pubmed_run84spsww8_ELPH_hyperhc9rv7m8,19.49,28.11,36.46,44.13,74.5,85.24,28.47,19.49,28.11,36.46,44.13,74.5,85.24,97.48,97.26,89.21,256,1024,0.001,3,0.3,0.5
pubmed_run84spsww8_ELPH_hyperan0k1n4u,19.49,28.11,36.46,44.13,74.5,85.24,28.47,19.49,28.11,36.46,44.13,74.5,85.24,97.48,97.26,89.21,256,1024,0.001,3,0.5,0.1
pubmed_run84spsww8_ELPH_hyperb2wmchi6,19.49,28.11,36.46,44.13,74.5,85.24,28.47,19.49,28.11,36.46,44.13,74.5,85.24,97.48,97.26,89.21,256,1024,0.001,3,0.5,0.3
pubmed_run84spsww8_ELPH_hypersf6umz7n,19.49,28.11,36.46,44.13,74.5,85.24,28.47,19.49,28.11,36.46,44.13,74.5,85.24,97.48,97.26,89.21,256,1024,0.001,3,0.5,0.5
pubmed_run84spsww8_ELPH_hyperl890g8vv,19.49,28.11,36.46,44.13,74.5,85.24,28.47,19.49,28.11,36.46,44.13,74.5,85.24,97.48,97.26,89.21,256,1024,0.0001,2,0.1,0.1
pubmed_run84spsww8_ELPH_hyper95z52b16,19.49,28.11,36.46,44.13,74.5,85.24,28.47,19.49,28.11,36.46,44.13,74.5,85.24,97.48,97.26,89.21,256,1024,0.0001,2,0.1,0.3
pubmed_run84spsww8_ELPH_hyper4prhypop,19.49,28.11,36.46,44.13,74.5,85.24,28.47,19.49,28.11,36.46,44.13,74.5,85.24,97.48,97.26,89.21,256,1024,0.0001,2,0.1,0.5
pubmed_run84spsww8_ELPH_hyperbxw3xwiv,19.49,28.11,36.46,44.13,74.5,85.24,28.47,19.49,28.11,36.46,44.13,74.5,85.24,97.48,97.26,89.21,256,1024,0.0001,2,0.3,0.1
pubmed_run84spsww8_ELPH_hyperyhvi4r8j,19.49,28.11,36.46,44.13,74.5,85.24,28.47,19.49,28.11,36.46,44.13,74.5,85.24,97.48,97.26,89.21,256,1024,0.0001,2,0.3,0.3
pubmed_run84spsww8_ELPH_hyperf9pwq7e8,19.49,28.11,36.46,44.13,74.5,85.24,28.47,19.49,28.11,36.46,44.13,74.5,85.24,97.48,97.26,89.21,256,1024,0.0001,2,0.3,0.5
pubmed_run84spsww8_ELPH_hyperm61alizg,19.49,28.11,36.46,44.13,74.5,85.24,28.47,19.49,28.11,36.46,44.13,74.5,85.24,97.48,97.26,89.21,256,1024,0.0001,2,0.5,0.1
pubmed_run84spsww8_ELPH_hyper9j7kds21,19.49,28.11,36.46,44.13,74.5,85.24,28.47,19.49,28.11,36.46,44.13,74.5,85.24,97.48,97.26,89.21,256,1024,0.0001,2,0.5,0.3
pubmed_run84spsww8_ELPH_hypernitj37t9,19.49,28.11,36.46,44.13,74.5,85.24,28.47,19.49,28.11,36.46,44.13,74.5,85.24,97.48,97.26,89.21,256,1024,0.0001,2,0.5,0.5
pubmed_run84spsww8_ELPH_hypero2khnbb8,19.49,28.11,36.46,44.13,74.5,85.24,28.47,19.49,28.11,36.46,44.13,74.5,85.24,97.48,97.26,89.21,256,1024,0.0001,3,0.1,0.1
pubmed_run84spsww8_ELPH_hypermifzljqa,19.49,28.11,36.46,44.13,74.5,85.24,28.47,19.49,28.11,36.46,44.13,74.5,85.24,97.48,97.26,89.21,256,1024,0.0001,3,0.1,0.3
pubmed_run84spsww8_ELPH_hyperkkyp223e,19.49,28.11,36.46,44.13,74.5,85.24,28.47,19.49,28.11,36.46,44.13,74.5,85.24,97.48,97.26,89.21,256,1024,0.0001,3,0.1,0.5
pubmed_run84spsww8_ELPH_hyperc2v1sgaa,19.49,28.11,36.46,44.13,74.5,85.24,28.47,19.49,28.11,36.46,44.13,74.5,85.24,97.48,97.26,89.21,256,1024,0.0001,3,0.3,0.1
pubmed_run84spsww8_ELPH_hypert9rrew7z,19.49,28.11,36.46,44.13,74.5,85.24,28.47,19.49,28.11,36.46,44.13,74.5,85.24,97.48,97.26,89.21,256,1024,0.0001,3,0.3,0.3
pubmed_run84spsww8_ELPH_hypero3ptdxvw,19.49,28.11,36.46,44.13,74.5,85.24,28.47,19.49,28.11,36.46,44.13,74.5,85.24,97.48,97.26,89.21,256,1024,0.0001,3,0.3,0.5
pubmed_run84spsww8_ELPH_hyperqlc6slay,19.49,28.11,36.46,44.13,74.5,85.24,28.47,19.49,28.11,36.46,44.13,74.5,85.24,97.48,97.26,89.21,256,1024,0.0001,3,0.5,0.1
pubmed_run84spsww8_ELPH_hyperltuko28z,19.49,28.11,36.46,44.13,74.5,85.24,28.47,19.49,28.11,36.46,44.13,74.5,85.24,97.48,97.26,89.21,256,1024,0.0001,3,0.5,0.3
pubmed_run84spsww8_ELPH_hypercfugwe0c,19.49,28.11,36.46,44.13,74.5,85.24,28.47,19.49,28.11,36.46,44.13,74.5,85.24,97.48,97.26,89.21,256,1024,0.0001,3,0.5,0.5
pubmed_run84spsww8_ELPH_hyperfjz6ygq8,19.49,28.11,36.46,44.13,74.5,85.24,28.47,19.49,28.11,36.46,44.13,74.5,85.24,97.48,97.26,89.21,512,512,0.01,2,0.1,0.1
pubmed_run84spsww8_ELPH_hyperm01icojq,19.49,28.11,36.46,44.13,74.5,85.24,28.47,19.49,28.11,36.46,44.13,74.5,85.24,97.48,97.26,89.21,512,512,0.01,2,0.1,0.3
pubmed_run84spsww8_ELPH_hyperxo3ystx9,19.49,28.11,36.46,44.13,74.5,85.24,28.47,19.49,28.11,36.46,44.13,74.5,85.24,97.48,97.26,89.21,512,512,0.01,2,0.1,0.5
pubmed_run84spsww8_ELPH_hyper96p2oy1w,19.49,28.11,36.46,44.13,74.5,85.24,28.47,19.49,28.11,36.46,44.13,74.5,85.24,97.48,97.26,89.21,512,512,0.01,2,0.3,0.1
pubmed_run84spsww8_ELPH_hyperoqyc14pq,19.49,28.11,36.46,44.13,74.5,85.24,28.47,19.49,28.11,36.46,44.13,74.5,85.24,97.48,97.26,89.21,512,512,0.01,2,0.3,0.3
pubmed_run84spsww8_ELPH_hyperkv2ilcg1,19.49,28.11,36.46,44.13,74.5,85.24,28.47,19.49,28.11,36.46,44.13,74.5,85.24,97.48,97.26,89.21,512,512,0.01,2,0.3,0.5
pubmed_run84spsww8_ELPH_hyperjliku3km,19.49,28.11,36.46,44.13,74.5,85.24,28.47,19.49,28.11,36.46,44.13,74.5,85.24,97.48,97.26,89.21,512,512,0.01,2,0.5,0.1
pubmed_run84spsww8_ELPH_hyper3eqmhdsk,19.49,28.11,36.46,44.13,74.5,85.24,28.47,19.49,28.11,36.46,44.13,74.5,85.24,97.48,97.26,89.21,512,512,0.01,2,0.5,0.3
pubmed_run84spsww8_ELPH_hyper2lnh2n7j,19.49,28.11,36.46,44.13,74.5,85.24,28.47,19.49,28.11,36.46,44.13,74.5,85.24,97.48,97.26,89.21,512,512,0.01,2,0.5,0.5
pubmed_run84spsww8_ELPH_hyperoa2n2uj3,19.49,28.11,36.46,44.13,74.5,85.24,28.47,19.49,28.11,36.46,44.13,74.5,85.24,97.48,97.26,89.21,512,512,0.01,3,0.1,0.1
pubmed_run84spsww8_ELPH_hyperdtdhve7z,19.49,28.11,36.46,44.13,74.5,85.24,28.47,19.49,28.11,36.46,44.13,74.5,85.24,97.48,97.26,89.21,512,512,0.01,3,0.1,0.3
pubmed_run84spsww8_ELPH_hyperb9ir5mr0,19.49,28.11,36.46,44.13,74.5,85.24,28.47,19.49,28.11,36.46,44.13,74.5,85.24,97.48,97.26,89.21,512,512,0.01,3,0.1,0.5
pubmed_run84spsww8_ELPH_hypersttefg1m,19.49,28.11,36.46,44.13,74.5,85.24,28.47,19.49,28.11,36.46,44.13,74.5,85.24,97.48,97.26,89.21,512,512,0.01,3,0.3,0.1
pubmed_run84spsww8_ELPH_hyperjymxrp5n,19.49,28.11,36.46,44.13,74.5,85.24,28.47,19.49,28.11,36.46,44.13,74.5,85.24,97.48,97.26,89.21,512,512,0.01,3,0.3,0.3
pubmed_run84spsww8_ELPH_hyper470skjjf,19.49,28.11,36.46,44.13,74.5,85.24,28.47,19.49,28.11,36.46,44.13,74.5,85.24,97.48,97.26,89.21,512,512,0.01,3,0.3,0.5
pubmed_run84spsww8_ELPH_hyper9tzenixo,19.49,28.11,36.46,44.13,74.5,85.24,28.47,19.49,28.11,36.46,44.13,74.5,85.24,97.48,97.26,89.21,512,512,0.01,3,0.5,0.1
pubmed_run84spsww8_ELPH_hyper5xk1psbu,19.49,28.11,36.46,44.13,74.5,85.24,28.47,19.49,28.11,36.46,44.13,74.5,85.24,97.48,97.26,89.21,512,512,0.01,3,0.5,0.3
pubmed_run84spsww8_ELPH_hypern1c8rlgo,19.49,28.11,36.46,44.13,74.5,85.24,28.47,19.49,28.11,36.46,44.13,74.5,85.24,97.48,97.26,89.21,512,512,0.01,3,0.5,0.5
pubmed_run84spsww8_ELPH_hyperbbaq56oi,19.49,28.11,36.46,44.13,74.5,85.24,28.47,19.49,28.11,36.46,44.13,74.5,85.24,97.48,97.26,89.21,512,512,0.001,2,0.1,0.1
pubmed_run84spsww8_ELPH_hyperkwft9gsg,19.49,28.11,36.46,44.13,74.5,85.24,28.47,19.49,28.11,36.46,44.13,74.5,85.24,97.48,97.26,89.21,512,512,0.001,2,0.1,0.3
pubmed_run84spsww8_ELPH_hyperoe06c7fw,19.49,28.11,36.46,44.13,74.5,85.24,28.47,19.49,28.11,36.46,44.13,74.5,85.24,97.48,97.26,89.21,512,512,0.001,2,0.1,0.5
pubmed_run84spsww8_ELPH_hyper23fs7xxv,19.49,28.11,36.46,44.13,74.5,85.24,28.47,19.49,28.11,36.46,44.13,74.5,85.24,97.48,97.26,89.21,512,512,0.001,2,0.3,0.1
pubmed_run84spsww8_ELPH_hyper735gdt00,19.49,28.11,36.46,44.13,74.5,85.24,28.47,19.49,28.11,36.46,44.13,74.5,85.24,97.48,97.26,89.21,512,512,0.001,2,0.3,0.3
pubmed_run84spsww8_ELPH_hyper9zyckqkj,19.49,28.11,36.46,44.13,74.5,85.24,28.47,19.49,28.11,36.46,44.13,74.5,85.24,97.48,97.26,89.21,512,512,0.001,2,0.3,0.5
pubmed_run84spsww8_ELPH_hyperswtbls4a,19.49,28.11,36.46,44.13,74.5,85.24,28.47,19.49,28.11,36.46,44.13,74.5,85.24,97.48,97.26,89.21,512,512,0.001,2,0.5,0.1
pubmed_run84spsww8_ELPH_hyperyll2y1sd,19.49,28.11,36.46,44.13,74.5,85.24,28.47,19.49,28.11,36.46,44.13,74.5,85.24,97.48,97.26,89.21,512,512,0.001,2,0.5,0.3
pubmed_run84spsww8_ELPH_hyperlwt9az2r,19.49,28.11,36.46,44.13,74.5,85.24,28.47,19.49,28.11,36.46,44.13,74.5,85.24,97.48,97.26,89.21,512,512,0.001,2,0.5,0.5
pubmed_run84spsww8_ELPH_hyperf0snhox4,19.49,28.11,36.46,44.13,74.5,85.24,28.47,19.49,28.11,36.46,44.13,74.5,85.24,97.48,97.26,89.21,512,512,0.001,3,0.1,0.1
pubmed_run84spsww8_ELPH_hyperohmjh349,19.49,28.11,36.46,44.13,74.5,85.24,28.47,19.49,28.11,36.46,44.13,74.5,85.24,97.48,97.26,89.21,512,512,0.001,3,0.1,0.3
pubmed_run84spsww8_ELPH_hyper54y59s8r,19.49,28.11,36.46,44.13,74.5,85.24,28.47,19.49,28.11,36.46,44.13,74.5,85.24,97.48,97.26,89.21,512,512,0.001,3,0.1,0.5
pubmed_run84spsww8_ELPH_hyperc23foh2i,19.49,28.11,36.46,44.13,74.5,85.24,28.47,19.49,28.11,36.46,44.13,74.5,85.24,97.48,97.26,89.21,512,512,0.001,3,0.3,0.1
pubmed_run84spsww8_ELPH_hyperrwihhvok,19.49,28.11,36.46,44.13,74.5,85.24,28.47,19.49,28.11,36.46,44.13,74.5,85.24,97.48,97.26,89.21,512,512,0.001,3,0.3,0.3
pubmed_run84spsww8_ELPH_hypergmcfdwfn,19.49,28.11,36.46,44.13,74.5,85.24,28.47,19.49,28.11,36.46,44.13,74.5,85.24,97.48,97.26,89.21,512,512,0.001,3,0.3,0.5
pubmed_run84spsww8_ELPH_hyperzm9chvsu,19.49,28.11,36.46,44.13,74.5,85.24,28.47,19.49,28.11,36.46,44.13,74.5,85.24,97.48,97.26,89.21,512,512,0.001,3,0.5,0.1
