Metric,Hits@1,Hits@3,Hits@10,Hits@20,Hits@50,Hits@100,MRR,mrr_hit1,mrr_hit3,mrr_hit10,mrr_hit20,mrr_hit50,mrr_hit100,AUC,AP,ACC,gnndp,xdp,tdp,gnnedp,predp,preedp,gnnlr,prelr,hiddim,batch_size
arxiv_2023_run<built-in function id>_NCN_hyper58tnsb1a,26.98,57.71,90.42,96.75,98.58,99.29,40.95,26.98,57.71,90.42,96.75,98.58,99.29,99.68,99.7,97.95,0.0,0.0,0.0,0.0,0.05,0.2,0.001,0.0001,64,512
arxiv_2023_run<built-in function id>_NCN_hyperi0yfzkjg,26.98,57.71,90.42,96.75,98.58,99.29,40.95,26.98,57.71,90.42,96.75,98.58,99.29,99.68,99.7,97.95,0.0,0.0,0.0,0.0,0.05,0.2,0.0001,0.001,64,512
arxiv_2023_run<built-in function id>_NCN_hyperhfw7ohgs,26.98,57.71,90.42,96.75,98.58,99.29,40.95,26.98,57.71,90.42,96.75,98.58,99.29,99.68,99.7,97.95,0.0,0.0,0.0,0.0,0.05,0.2,0.0001,0.0001,64,512
arxiv_2023_run<built-in function id>_NCN_hyperhn1gyg50,26.98,57.71,90.42,96.75,98.58,99.29,40.95,26.98,57.71,90.42,96.75,98.58,99.29,99.68,99.7,97.95,0.0,0.0,0.0,0.0,0.05,0.2,0.001,0.001,64,1024
arxiv_2023_run<built-in function id>_NCN_hypermv5l2g5r,26.98,57.71,90.42,96.75,98.58,99.29,40.95,26.98,57.71,90.42,96.75,98.58,99.29,99.68,99.7,97.95,0.0,0.0,0.0,0.0,0.05,0.2,0.001,0.0001,64,1024
arxiv_2023_run<built-in function id>_NCN_hyperu5tnqez2,26.98,57.71,90.42,96.75,98.58,99.29,40.95,26.98,57.71,90.42,96.75,98.58,99.29,99.68,99.7,97.95,0.0,0.0,0.0,0.0,0.05,0.2,0.0001,0.001,64,1024
arxiv_2023_run<built-in function id>_NCN_hyperhwsogetb,26.98,57.71,90.42,96.75,98.58,99.29,40.95,26.98,57.71,90.42,96.75,98.58,99.29,99.68,99.7,97.95,0.0,0.0,0.0,0.0,0.05,0.2,0.0001,0.0001,64,1024
arxiv_2023_run<built-in function id>_NCN_hyperj46ljnyq,26.98,57.71,90.42,96.75,98.58,99.29,40.95,26.98,57.71,90.42,96.75,98.58,99.29,99.68,99.7,97.95,0.0,0.0,0.0,0.0,0.05,0.2,0.001,0.001,64,2048
arxiv_2023_run<built-in function id>_NCN_hyper2cai0z51,26.98,57.71,90.42,96.75,98.58,99.29,40.95,26.98,57.71,90.42,96.75,98.58,99.29,99.68,99.7,97.95,0.0,0.0,0.0,0.0,0.05,0.2,0.001,0.0001,64,2048
arxiv_2023_run<built-in function id>_NCN_hyper1caw6li8,26.98,57.71,90.42,96.75,98.58,99.29,40.95,26.98,57.71,90.42,96.75,98.58,99.29,99.68,99.7,97.95,0.0,0.0,0.0,0.0,0.05,0.2,0.0001,0.001,64,2048
