Metric,Hits@1,Hits@3,Hits@10,Hits@20,Hits@50,Hits@100,MRR,mrr_hit1,mrr_hit3,mrr_hit10,mrr_hit20,mrr_hit50,mrr_hit100,AUC,AP,ACC,hidden_channels, num_layers,f_node_dim,f_edge_dim,dropout,batch_size,lr
cora_runafua6nfx_NeoGNN_hyper9siip5fl,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,2,64,16,0.0,512,0.001
cora_runafua6nfx_NeoGNN_hyper2sv02d4n,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,2,64,16,0.0,1024,0.01
cora_runafua6nfx_NeoGNN_hyperh3oxzhjw,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,2,64,16,0.0,1024,0.001
cora_runafua6nfx_NeoGNN_hyperejlshzzy,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,2,64,16,0.1,256,0.01
cora_runafua6nfx_NeoGNN_hyperfb5ltd4o,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,2,64,16,0.1,256,0.001
cora_runafua6nfx_NeoGNN_hyperb48hu6zr,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,2,64,16,0.1,512,0.01
cora_runafua6nfx_NeoGNN_hypern4d6vgdf,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,2,64,16,0.1,512,0.001
cora_runafua6nfx_NeoGNN_hyperatjq8ohq,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,2,64,16,0.1,1024,0.01
cora_runafua6nfx_NeoGNN_hyper535gloq0,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,2,64,16,0.1,1024,0.001
cora_runafua6nfx_NeoGNN_hyper4wb7lb3g,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,2,64,16,0.3,256,0.01
cora_runafua6nfx_NeoGNN_hyperul4kjy84,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,2,64,16,0.3,256,0.001
cora_runafua6nfx_NeoGNN_hyperepf5x7p3,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,2,64,16,0.3,512,0.01
cora_runafua6nfx_NeoGNN_hyperhytzfoac,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,2,64,16,0.3,512,0.001
cora_runafua6nfx_NeoGNN_hyper3ce3dbzc,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,2,64,16,0.3,1024,0.01
cora_runafua6nfx_NeoGNN_hyper43erit9y,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,2,64,16,0.3,1024,0.001
cora_runafua6nfx_NeoGNN_hyperof85fode,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,2,128,16,0.0,256,0.01
cora_runafua6nfx_NeoGNN_hyperbs7a6yev,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,2,128,16,0.0,256,0.001
cora_runafua6nfx_NeoGNN_hyperam7bvify,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,2,128,16,0.0,512,0.01
cora_runafua6nfx_NeoGNN_hyperfdynthjf,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,2,128,16,0.0,512,0.001
cora_runafua6nfx_NeoGNN_hyper2on38r5q,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,2,128,16,0.0,1024,0.01
cora_runafua6nfx_NeoGNN_hyper80j0mdjk,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,2,128,16,0.0,1024,0.001
cora_runafua6nfx_NeoGNN_hypery0mheq0n,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,2,128,16,0.1,256,0.01
cora_runafua6nfx_NeoGNN_hyperi92ylzka,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,2,128,16,0.1,256,0.001
cora_runafua6nfx_NeoGNN_hyperom93o2p3,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,2,128,16,0.1,512,0.01
cora_runafua6nfx_NeoGNN_hyperjzpi8b24,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,2,128,16,0.1,512,0.001
cora_runafua6nfx_NeoGNN_hyper8moflaun,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,2,128,16,0.1,1024,0.01
cora_runafua6nfx_NeoGNN_hyperhtp444ze,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,2,128,16,0.1,1024,0.001
cora_runafua6nfx_NeoGNN_hyper8plp6gjv,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,2,128,16,0.3,256,0.01
cora_runafua6nfx_NeoGNN_hyperekq61qou,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,2,128,16,0.3,256,0.001
cora_runafua6nfx_NeoGNN_hyperr01n5mbc,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,2,128,16,0.3,512,0.01
cora_runafua6nfx_NeoGNN_hyper6j7suyq9,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,2,128,16,0.3,512,0.001
cora_runafua6nfx_NeoGNN_hyperw9a9mkpl,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,2,128,16,0.3,1024,0.01
cora_runafua6nfx_NeoGNN_hyperg04yxmls,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,2,128,16,0.3,1024,0.001
cora_runafua6nfx_NeoGNN_hypermfcrkifk,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,2,64,32,0.0,256,0.01
cora_runafua6nfx_NeoGNN_hyperigvbcxwh,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,2,64,32,0.0,256,0.001
cora_runafua6nfx_NeoGNN_hyperzw1yo366,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,2,64,32,0.0,512,0.01
cora_runafua6nfx_NeoGNN_hypert0u011mk,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,2,64,32,0.0,512,0.001
cora_runafua6nfx_NeoGNN_hyperk6nu1w0a,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,2,64,32,0.0,1024,0.01
cora_runafua6nfx_NeoGNN_hyperxxxovzml,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,2,64,32,0.0,1024,0.001
cora_runafua6nfx_NeoGNN_hyperu2h2fn0i,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,2,64,32,0.1,256,0.01
cora_runafua6nfx_NeoGNN_hyperbngy9i7z,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,2,64,32,0.1,256,0.001
cora_runafua6nfx_NeoGNN_hyper7ivrlqvc,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,2,64,32,0.1,512,0.01
cora_runafua6nfx_NeoGNN_hyperxwfcld9e,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,2,64,32,0.1,512,0.001
cora_runafua6nfx_NeoGNN_hyperod86gniq,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,2,64,32,0.1,1024,0.01
cora_runafua6nfx_NeoGNN_hyper2g46qb9m,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,2,64,32,0.1,1024,0.001
cora_runafua6nfx_NeoGNN_hyperxezznzne,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,2,64,32,0.3,256,0.01
cora_runafua6nfx_NeoGNN_hyperc0d0op06,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,2,64,32,0.3,256,0.001
cora_runafua6nfx_NeoGNN_hyperde4q0c8s,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,2,64,32,0.3,512,0.01
cora_runafua6nfx_NeoGNN_hyper3n0p4b87,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,2,64,32,0.3,512,0.001
cora_runafua6nfx_NeoGNN_hyper51cek23l,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,2,64,32,0.3,1024,0.01
cora_runafua6nfx_NeoGNN_hypersrkp8zbv,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,2,64,32,0.3,1024,0.001
cora_runafua6nfx_NeoGNN_hyper7o81fw4i,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,2,128,32,0.0,256,0.01
cora_runafua6nfx_NeoGNN_hyper5yofgzcq,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,2,128,32,0.0,256,0.001
cora_runafua6nfx_NeoGNN_hyper25u5dday,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,2,128,32,0.0,512,0.01
cora_runafua6nfx_NeoGNN_hyper2s1m3nd1,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,2,128,32,0.0,512,0.001
cora_runafua6nfx_NeoGNN_hyperybztyp9f,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,2,128,32,0.0,1024,0.01
cora_runafua6nfx_NeoGNN_hyperjnclg2yi,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,2,128,32,0.0,1024,0.001
cora_runafua6nfx_NeoGNN_hyperxfaw2423,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,2,128,32,0.1,256,0.01
cora_runafua6nfx_NeoGNN_hyper9hz4j741,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,2,128,32,0.1,256,0.001
cora_runafua6nfx_NeoGNN_hyperja224mbt,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,2,128,32,0.1,512,0.01
cora_runafua6nfx_NeoGNN_hyperfizsb004,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,2,128,32,0.1,512,0.001
cora_runafua6nfx_NeoGNN_hyperkbagjkbr,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,2,128,32,0.1,1024,0.01
cora_runafua6nfx_NeoGNN_hyper6cmxbsyf,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,2,128,32,0.1,1024,0.001
cora_runafua6nfx_NeoGNN_hyperhmdd64ta,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,2,128,32,0.3,256,0.01
cora_runafua6nfx_NeoGNN_hyperethdwca4,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,2,128,32,0.3,256,0.001
cora_runafua6nfx_NeoGNN_hyper1i1zlp2d,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,2,128,32,0.3,512,0.01
cora_runafua6nfx_NeoGNN_hyper6hzw12ij,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,2,128,32,0.3,512,0.001
cora_runafua6nfx_NeoGNN_hyperky0cjygu,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,2,128,32,0.3,1024,0.01
cora_runafua6nfx_NeoGNN_hyperzgcyiwr3,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,2,128,32,0.3,1024,0.001
cora_runafua6nfx_NeoGNN_hyperyt1zww02,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,3,64,8,0.0,256,0.01
cora_runafua6nfx_NeoGNN_hyper00mbudap,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,3,64,8,0.0,256,0.001
cora_runafua6nfx_NeoGNN_hyperljrixk49,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,3,64,8,0.0,512,0.01
cora_runafua6nfx_NeoGNN_hyperoswakgit,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,3,64,8,0.0,512,0.001
cora_runafua6nfx_NeoGNN_hyper0e1okdz0,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,3,64,8,0.0,1024,0.01
cora_runafua6nfx_NeoGNN_hyperscn321ee,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,3,64,8,0.0,1024,0.001
cora_runafua6nfx_NeoGNN_hyperw4gv72pi,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,3,64,8,0.1,256,0.01
cora_runafua6nfx_NeoGNN_hyperpfainor0,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,3,64,8,0.1,256,0.001
cora_runafua6nfx_NeoGNN_hyperlo57xw8l,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,3,64,8,0.1,512,0.01
cora_runafua6nfx_NeoGNN_hyper0vktvkz3,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,3,64,8,0.1,512,0.001
cora_runafua6nfx_NeoGNN_hyper38w9j2rn,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,3,64,8,0.1,1024,0.01
cora_runafua6nfx_NeoGNN_hyperltnhzvrz,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,3,64,8,0.1,1024,0.001
cora_runafua6nfx_NeoGNN_hypernqk4ztix,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,3,64,8,0.3,256,0.01
cora_runafua6nfx_NeoGNN_hyper0ft82at5,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,3,64,8,0.3,256,0.001
cora_runafua6nfx_NeoGNN_hyperisuuvpx3,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,3,64,8,0.3,512,0.01
cora_runafua6nfx_NeoGNN_hypereqzpdekm,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,3,64,8,0.3,512,0.001
cora_runafua6nfx_NeoGNN_hyperixfzzrl3,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,3,64,8,0.3,1024,0.01
cora_runafua6nfx_NeoGNN_hyper2joqmsi7,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,3,64,8,0.3,1024,0.001
cora_runafua6nfx_NeoGNN_hyperv99eidcf,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,3,128,8,0.0,256,0.01
cora_runafua6nfx_NeoGNN_hyper8rpmn4zc,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,3,128,8,0.0,256,0.001
cora_runafua6nfx_NeoGNN_hyperwq84svjq,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,3,128,8,0.0,512,0.01
cora_runafua6nfx_NeoGNN_hyperfc7cgmy5,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,3,128,8,0.0,512,0.001
cora_runafua6nfx_NeoGNN_hyperzlt5odr9,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,3,128,8,0.0,1024,0.01
cora_runafua6nfx_NeoGNN_hypery44348nv,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,3,128,8,0.0,1024,0.001
cora_runafua6nfx_NeoGNN_hyper5394ukbo,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,3,128,8,0.1,256,0.01
cora_runafua6nfx_NeoGNN_hyperj513at45,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,3,128,8,0.1,256,0.001
cora_runafua6nfx_NeoGNN_hypermppsacl4,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,3,128,8,0.1,512,0.01
cora_runafua6nfx_NeoGNN_hypernrd89u8m,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,3,128,8,0.1,512,0.001
cora_runafua6nfx_NeoGNN_hyper900mph5o,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,3,128,8,0.1,1024,0.01
cora_runafua6nfx_NeoGNN_hyperoiaegiqg,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,3,128,8,0.1,1024,0.001
cora_runafua6nfx_NeoGNN_hyperxge3vgbu,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,3,128,8,0.3,256,0.01
cora_runafua6nfx_NeoGNN_hyperw88e8l4n,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,3,128,8,0.3,256,0.001
cora_runafua6nfx_NeoGNN_hyperew7mrbmr,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,3,128,8,0.3,512,0.01
cora_runafua6nfx_NeoGNN_hyper5hlefctl,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,3,128,8,0.3,512,0.001
cora_runafua6nfx_NeoGNN_hyperwk31wnh5,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,3,128,8,0.3,1024,0.01
cora_runafua6nfx_NeoGNN_hyperov8pteun,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,3,128,8,0.3,1024,0.001
cora_runafua6nfx_NeoGNN_hypercj4xmpe8,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,3,64,16,0.0,256,0.01
cora_runafua6nfx_NeoGNN_hyperbqjb5tmd,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,3,64,16,0.0,256,0.001
cora_runafua6nfx_NeoGNN_hyperccdhb68e,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,3,64,16,0.0,512,0.01
cora_runafua6nfx_NeoGNN_hyper8x7qp8lz,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,3,64,16,0.0,512,0.001
cora_runafua6nfx_NeoGNN_hyper63dp5get,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,3,64,16,0.0,1024,0.01
cora_runafua6nfx_NeoGNN_hyperfbxp5w8w,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,3,64,16,0.0,1024,0.001
cora_runafua6nfx_NeoGNN_hyper4hkee674,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,3,64,16,0.1,256,0.01
cora_runafua6nfx_NeoGNN_hyperptfofykt,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,3,64,16,0.1,256,0.001
cora_runafua6nfx_NeoGNN_hypermylb47m8,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,3,64,16,0.1,512,0.01
cora_runafua6nfx_NeoGNN_hyper4xlqnmtj,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,3,64,16,0.1,512,0.001
cora_runafua6nfx_NeoGNN_hyperi6m8drvh,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,3,64,16,0.1,1024,0.01
cora_runafua6nfx_NeoGNN_hyperqyiqqr36,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,3,64,16,0.1,1024,0.001
cora_runafua6nfx_NeoGNN_hyper9w1l9q83,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,3,64,16,0.3,256,0.01
cora_runafua6nfx_NeoGNN_hyper2vemv87d,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,3,64,16,0.3,256,0.001
cora_runafua6nfx_NeoGNN_hyperdq6b071v,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,3,64,16,0.3,512,0.01
cora_runafua6nfx_NeoGNN_hyperw7a0deew,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,3,64,16,0.3,512,0.001
cora_runafua6nfx_NeoGNN_hyper6xrpgo17,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,3,64,16,0.3,1024,0.01
cora_runafua6nfx_NeoGNN_hyperiqofdj44,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,3,64,16,0.3,1024,0.001
cora_runafua6nfx_NeoGNN_hyperuf2mfya1,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,3,128,16,0.0,256,0.01
cora_runafua6nfx_NeoGNN_hypercb1ch728,29.15,54.98,71.96,78.97,85.24,93.73,46.33,29.15,54.98,71.96,78.97,85.24,93.73,92.38,94.39,85.61,256,3,128,16,0.0,256,0.001
